projectname,classification,commenttext
argouml,IMPLEMENTATION,// TODO: not implemented
argouml,IMPLEMENTATION,// not needed
argouml,IMPLEMENTATION,// TODO: This will need to change when we support multiple // user models.
argouml,IMPLEMENTATION,// TODO: 2nd next() for single hasNext()
argouml,IMPLEMENTATION,// TODO: Fully implement this!
argouml,IMPLEMENTATION,// TODO: Implement following WFR for GeneralizableElements // [4] The parent must be included in the Namespace of the //     GeneralizableElement. //       self.generalization->forAll(g | //           self.namespace.allContents->includes(g.parent) ) //        return ModelManagementHelperMDRImpl.getContents(ns).contains( //                gen.getParent());
argouml,IMPLEMENTATION,// TODO: I18N
argouml,IMPLEMENTATION,// not needed
argouml,IMPLEMENTATION,"// TODO: Before allowing this, we should really check that // TemplateParameter.defaultElement is defined"
argouml,IMPLEMENTATION,// TODO: Not implemented
argouml,IMPLEMENTATION,// not needed
argouml,IMPLEMENTATION,// not needed
argouml,IMPLEMENTATION,// not needed
argouml,IMPLEMENTATION,// not needed
argouml,IMPLEMENTATION,"/**         * Identifier for addonly changeability.         * TODO: Note this should not be in UML2 version         */"
argouml,IMPLEMENTATION,// not needed
argouml,IMPLEMENTATION,// not needed
argouml,IMPLEMENTATION,// not needed
argouml,IMPLEMENTATION,// not needed
argouml,IMPLEMENTATION,// not needed
argouml,IMPLEMENTATION,// not needed
argouml,IMPLEMENTATION,// not needed
argouml,IMPLEMENTATION,// not needed
argouml,IMPLEMENTATION,// not needed
argouml,IMPLEMENTATION,// not needed
argouml,IMPLEMENTATION,// not needed
argouml,IMPLEMENTATION,// not needed
argouml,IMPLEMENTATION,"/* TODO: correctly implement next function                 * in the model subsystem for                 * issue 1942: */"
argouml,IMPLEMENTATION,"// Make a read-only copy of the listeners list so that reentrant calls // back to add/removeListener won't mess us up. // TODO: Potential performance issue, but we need the correctness - tfm"
argouml,IMPLEMENTATION,// TODO: Review all callers to make sure that they localize the title // In process by Harold Braun 20070912
argouml,IMPLEMENTATION,// TODO: I18N
argouml,IMPLEMENTATION,// not needed
argouml,IMPLEMENTATION,// not needed
argouml,IMPLEMENTATION,// not needed
argouml,IMPLEMENTATION,// not needed
argouml,IMPLEMENTATION,// not needed
argouml,IMPLEMENTATION,// not needed
argouml,IMPLEMENTATION,// not needed
argouml,IMPLEMENTATION,// not needed
argouml,IMPLEMENTATION,// not needed
argouml,IMPLEMENTATION,// TODO: Once the default constructor is deleted we only set dirty flag
argouml,IMPLEMENTATION,// TODO: All super constructors should take a GraphModel
argouml,IMPLEMENTATION,// TODO: I18N
argouml,IMPLEMENTATION,// not needed
argouml,IMPLEMENTATION,// TODO: Get Project or other necessary context from source?? // e.getSource();
argouml,IMPLEMENTATION,// not needed
argouml,IMPLEMENTATION,// not needed
argouml,IMPLEMENTATION,// not needed
argouml,IMPLEMENTATION,// not needed
argouml,IMPLEMENTATION,// TODO: Make this more efficient for large I/Os
argouml,IMPLEMENTATION,// TODO: I18N
argouml,IMPLEMENTATION,// not needed
argouml,IMPLEMENTATION,// not needed
argouml,IMPLEMENTATION,// not needed
argouml,IMPLEMENTATION,// TODO: i18n
argouml,IMPLEMENTATION,// TODO: Bob says - how can we auto-generate this list?
argouml,IMPLEMENTATION,// TODO: We failed to resolve URL - signal error
argouml,IMPLEMENTATION,// TODO: Count/report unresolved references
argouml,IMPLEMENTATION,// not needed
argouml,IMPLEMENTATION,// not needed
argouml,IMPLEMENTATION,// not needed
argouml,IMPLEMENTATION,// not needed
argouml,IMPLEMENTATION,// not needed
argouml,IMPLEMENTATION,// TODO: Implement support for multiple TaggedValues
argouml,IMPLEMENTATION,// not needed
argouml,IMPLEMENTATION,// not needed
argouml,IMPLEMENTATION,// not needed
argouml,IMPLEMENTATION,// TODO: treat Message
argouml,IMPLEMENTATION,// TODO: implement
argouml,IMPLEMENTATION,// TODO: Why would this be null?
argouml,IMPLEMENTATION,// TODO: treat Message
argouml,IMPLEMENTATION,// TODO: Rework to use UML 1.4 TagDefinitions - tfm
argouml,IMPLEMENTATION,// TODO: Needs undo support
argouml,IMPLEMENTATION,// TODO: This is a linear search of a list that contain many // thousands of items (one for every Fig in the entire project)
argouml,IMPLEMENTATION,// TODO: Check if this is ok (this is literally adapted from NSUML)
argouml,IMPLEMENTATION,/* FIX: set the application name for Mac OS X */
argouml,IMPLEMENTATION,//TODO: What can we do with other kind of actions?
argouml,IMPLEMENTATION,"// TODO: Use the SVGWriter2D implementation //            cmd = new SaveSVGAction2(Translator.localize(""action.save-svg""));"
argouml,IMPLEMENTATION,"// Apparently, this method is never called."
argouml,IMPLEMENTATION,"/*     * TODO: Not implemented yet. The idea is that some     * problems identified by Critic's can be fixed with certain design     * manipulations (or transforms) that can be applied automatically     * to resolve the problem. This method replies true iff the given     * problem can be fixed. The fixIt() method actually does the fix.     *     * @see org.argouml.cognitive.Poster#canFixIt(org.argouml.cognitive.ToDoItem)     * Also     * @see Critic#fixIt     */"
argouml,IMPLEMENTATION,"/**     * TODO: Not implemented yet. If the given ToDoItem can     * be fixed automatically, and the user wants that to happen, then do     * it. Obviously, this depends on the specific Critic and     * problem. By default this method does nothing.     *     * @param item the todo item     * @param arg the design material (?)     */"
argouml,IMPLEMENTATION,"/**     * List of ChecklistStatus:es.     *     * Indexed on the model element itself.     * TODO: Should use weak references so that this is forgotten about     * when the object is removed.     */"
argouml,IMPLEMENTATION,// TODO: Maybe the exception strings should be internationalized
argouml,IMPLEMENTATION,// TODO understand qualifiers
argouml,IMPLEMENTATION,// TODO: Convert this to some sensible logging
argouml,IMPLEMENTATION,// TODO is it possible to use more than one variable?
argouml,IMPLEMENTATION,"/**     * Reply the ToDoItem that the designer should see iff predicate()     * returns true. By default it just fills in the fields of the     * ToDoItem from accessor methods of this Critic. Critic Subclasses     * may override this method or the accessor methods to add computed     * fields to the ToDoItem.     *     * TODO: Critic's may want to add new fields to a     * ToDoItem to make stillValid more efficent.     *     * @see Critic#critique     *     * @param dm the offender     * @param dsgr the designer     * @return ToDoItem     */"
argouml,IMPLEMENTATION,// TODO implementation?
argouml,IMPLEMENTATION,// TODO: Removed from UML 2.x
argouml,IMPLEMENTATION,"//            Category.getRoot().getLoggerRepository().setThreshold(Level.OFF); // TODO: Find the proper implementation in java.util.logging API	    "
argouml,IMPLEMENTATION,// TODO: Review all callers to make sure that they localize the title
argouml,IMPLEMENTATION,"/**     * Removes a listener, eventtype pair from the listener list.     *     * TODO: replace the listener implementation with a EventListenerList     * for better performance     *     * @param event the event to which the listener will not listen any more     * @param listener the listener to be removed     */"
argouml,IMPLEMENTATION,"/**     * Check the offenders.<p>     *     * This is called from the constructors where the offenders are given.     *     * TODO: Why do we only care about checking the first 2 offenders above?     * @param offs The offenders.     */"
argouml,IMPLEMENTATION,// not needed
argouml,IMPLEMENTATION,// TODO: This is a linear search of a list that contain many // thousands of items (one for every Fig in the entire project)
argouml,IMPLEMENTATION,// TODO check this
argouml,TEST,// TODO: No test coverage for this or createPropPanel? - tfm
argouml,TEST,"// TODO do tests for infix operators (8.4.7), // even though it is not yet supported"
argouml,TEST,"// The UML 2.1.1 metamodel is a MOF 2.0 CMOF model, so // we want nodes with // tag=""ownedMember"", attribute xmi:type=""cmof:Class"" // TODO: This code is untested - tfm"
argouml,TEST,"/**     * For modules, it would be usefule to be able to remove their factories.<p>     *      * TODO: The effect of this method is not yet tested!     *      * @param factory the factory to remove     */"
argouml,TEST,// TODO: should not be using assert here but I don't want to change to // IllegalStateException at lead up to a release as I don't know how // much testing is done with assert on.
argouml,TEST,"/**     * Test the constructor used for loading a profile from a Jar file.     * TODO: Test FigNode!     *     * @throws Exception if something goes wrong     */"
argouml,TEST,"// ModelElement is abstract, so no create tests // TODO: Add any other relevant tests        "
argouml,TEST,// Do we need to add tests for the following? // // AggregationKind // ChangeableKind // MessageDirectionKind // OrderingKind // ParameterDirectionKind // PseudostateKind // ScopeKind // VisibilityKind //
argouml,TEST,// TODO: Test if the generated string is correct.
argouml,TEST,"/**     * Tests if the list with namespaces defined in getValidNamespaceClasses     * contains only valid namespaces.     *     * TODO: This test does not test anything, really!     */"
argouml,TEST,//        cleanAllExtentsBut(model); // TODO: why is this causing a crash?!?
argouml,TEST,"/** * TODO: This needs more work. * Test e.g. creation when an operation is selected. * * @author jaap.branderhorst@xs4all.nl * @since Jan 9, 2003 */"
argouml,TEST,// TODO: This requires that the tests be run with assertions // enabled which isn't guaranteed in all environments.
argouml,TEST,"// For some reason ListSet.equals() allocates a lot of memory, well // some memory at least. Lets try to avoid that when not needed by // invoking this test only when the two previous tests are not decisive."
argouml,TEST,"/** * Tests for the DiagramSettings. * * TODO: Test chaining of settings. * * @author Tom Morris (based on TestProjectSettings by Michiel) */"
argouml,TEST,// TODO: should not be using assert here but I don't want to change to // IllegalStateException at lead up to a release as I don't know how // much testing is done with assert on.
argouml,TEST,// TODO: Fix this so that new sequence diagrams are tested
argouml,TEST,"/**     * TODO: Rewrite this test using reflection against Uml class.     *      * This code has been commented out since September 2003     */"
argouml,TEST,"/** * Test creation of Collaboration diagrams. * TODO: Test creating on an operation. * * @author jaap.branderhorst@xs4all.nl * @since Jan 9, 2003 */"
argouml,TEST,"/**     * Test a UML 1.3/XMI 1.1 file to make sure that it gets converted properly.     * <p>     * TODO: Our UML 1.3 converter currently only handles XMI 1.0.      * @throws FileNotFoundException indicates a test configuration problem     * @throws UmlException if it fails to open the file     */"
argouml,TEST,"/**     * Tests if the list with namespaces defined in getValidNamespaceClasses     * contains only valid namespaces.     *     * TODO: This test does not test anything, really!     */"
argouml,TEST,// The application should have checked for availability at // startup. // For tests we would expect unix developers to be correctly // configured. // Replace with an assert when we are JRE1.4+
argouml,TEST,"// TODO: this should fail, but it doesn't:"
argouml,TEST,"// TODO write test for enumerations, although they are not yet supported"
argouml,TEST,"/** * Test read compressed models, mainly to verify the correct reading of * AndroMDA profiles. * TODO: Move this test into argouml base when we will want to read also zip * file. * * @author lmaitre */"
argouml,TEST,"// TODO do tests for navigation to association classes (8.5.5), // even though it is not yet supported"
argouml,TEST,// We tested this above - do we need to test again?
argouml,TEST,"// TODO do tests for type conformance (8.4.4), // even though it is not yet supported"
argouml,TEST,/* Testing: Does not fire. Conflict with CrNameConflict. */
argouml,TEST,// TODO: should it remove the leftovers from other tests? //        cleanAllExtents(); //        assert getFacade().getRootElements().size() == 0;
argouml,TEST,// Entered in 0.29.3 // Prove that the test below is not needed
argouml,TEST,// TODO: This requires that the tests be run with assertions // enabled which isn't guaranteed in all environments.
argouml,TEST,"/* TODO: Why does it fail for changing             * the name of an associationend?             *  Why should it pass? */"
argouml,TEST,"/**     * For modules, it would be useful to be able to remove their factories.     * <p>     *      * TODO: The effect of this method is not yet tested!     *      * @param factory     *            the factory to remove     */"
argouml,TEST,/* TODO: Test this. */
argouml,TEST,// TODO: Test if the generated string is correct.
argouml,TEST,"// TODO do tests for ranges in collection definition (8.5.12), // even though it is not yet supported"
argouml,TEST,"// TODO do tests for collections of collections (8.5.13), // even though it is not yet supported  // question: should this happen with all collections or only  // the constructed ones?"
argouml,TEST,"/**     * Test creation of metatypes.     *     * TODO: we could add tests here to make sure that     * we can NOT create abstract types     */"
argouml,TEST,"/* Listening only to ""remove"" events does not work...         * TODO: Check if this works now with new event pump - tfm         */"
argouml,TEST,// TODO: We need some way of driving this from panel xml rather // than hard coded test
argouml,TEST,"/*     * TODO: Prove that this works.      * The TestUMLAssociationRoleBaseComboBoxModel does not cut it.      *      * @see org.argouml.uml.ui.UMLComboBoxModel#addOtherModelEventListeners(java.lang.Object)     */"
argouml,TEST,// TODO: Presumably this is only relevant if // obj is actually a Model or Profile. // An added test of isAModel(obj) or isAProfile(obj) would clarify // what is going on here.
argouml,TEST,"/** * All events going to the Explorer must pass through here first!<p> * * Most will come from the uml model via the EventAdapter interface.<p> * * TODO: In some cases (test cases) this object is created without setting * the treeModel. I (Linus) will add tests for this now. It would be better * if this is created only when the Explorer is created. <p> * * TODO: The ExplorerTreeNode also listens to some events * (from Diagrams), so it does not follow the rule above. * * @since 0.15.2, Created on 16 September 2003, 23:13 * @author  alexb */"
argouml,WITHOUT_CLASSIFICATION,// add Figs to the FigNode in back-to-front order
argouml,WITHOUT_CLASSIFICATION,"/*     * @see org.tigris.gef.graph.GraphFactory#makeNode()     */"
argouml,WITHOUT_CLASSIFICATION,//make port invisible unless mouse enters
argouml,WITHOUT_CLASSIFICATION,"/*     * @see javax.swing.plaf.metal.MetalTheme#getPrimary1()     */"
argouml,WITHOUT_CLASSIFICATION,//////////////////////////////////////////////////////////////// // event handlers - MouseListener implementation
argouml,WITHOUT_CLASSIFICATION,"//	fireNodeRemoved(node);"
argouml,WITHOUT_CLASSIFICATION,"//      The following does not seem to work - centered the Fig instead. //        getNameFig().setJustificationByName(""center"");"
argouml,WITHOUT_CLASSIFICATION,// Only show actions for associations not already on diagram
argouml,WITHOUT_CLASSIFICATION,// get the widest of all textfigs // calculate the total height
argouml,WITHOUT_CLASSIFICATION,/* 4.5.2.24 Generalization */
argouml,WITHOUT_CLASSIFICATION,// Create the new FigAssociation edge to replace the node
argouml,WITHOUT_CLASSIFICATION,// Make sure we don't try to set things smaller than the minimum
argouml,WITHOUT_CLASSIFICATION,"/* Center the NameFig, since center justification          * does not seem to work. */"
argouml,WITHOUT_CLASSIFICATION,// Only show actions for associations not already on diagram
argouml,WITHOUT_CLASSIFICATION,//$NON-NLS-1$
argouml,WITHOUT_CLASSIFICATION,"/*     * @see javax.swing.plaf.metal.MetalTheme#getPrimary1()     */"
argouml,WITHOUT_CLASSIFICATION,"// Do nothing, this rect will always be transparent"
argouml,WITHOUT_CLASSIFICATION,// If we're about to upgrade the file lets take an archive // of it first.
argouml,WITHOUT_CLASSIFICATION,"/*     * @see java.beans.VetoableChangeListener#vetoableChange(java.beans.PropertyChangeEvent)     */"
argouml,WITHOUT_CLASSIFICATION,// Actions specific to the use case diagram toolbar
argouml,WITHOUT_CLASSIFICATION,"// update any text, colors, fonts, etc."
argouml,WITHOUT_CLASSIFICATION,// Only show actions for associations not already on diagram
argouml,WITHOUT_CLASSIFICATION,// update the relative sizes and positions of internel Figs
argouml,WITHOUT_CLASSIFICATION,"/*     * @see org.argouml.uml.diagram.layout.Layouter#layout()     */"
argouml,WITHOUT_CLASSIFICATION,// popupAddOffset should be equal to the number of items added here:
argouml,WITHOUT_CLASSIFICATION,"// Loop through the associations, counting the ends with aggregations"
argouml,WITHOUT_CLASSIFICATION,// Add stereotypes submenu
argouml,WITHOUT_CLASSIFICATION,// The fix
argouml,WITHOUT_CLASSIFICATION,// We handle and consume editing events
argouml,WITHOUT_CLASSIFICATION,// Only show actions for associations not already on diagram
argouml,WITHOUT_CLASSIFICATION,// Now we can remove ourself (which will also remove the // attached association ends edges)
argouml,WITHOUT_CLASSIFICATION,/* (MMessage) */
argouml,WITHOUT_CLASSIFICATION,"/*     * List of model element listeners we've registered.     */"
argouml,WITHOUT_CLASSIFICATION,"/* We want to maintain a minimum width for the fig. Also, add the border         * dimensions to the minimum space required for its contents:         */"
argouml,WITHOUT_CLASSIFICATION,// Added this part to load the extra menu content
argouml,WITHOUT_CLASSIFICATION,// and the stereotypes of its features
argouml,WITHOUT_CLASSIFICATION,/* Owner related todo items: */
argouml,WITHOUT_CLASSIFICATION,// A binary association is not a node so reject.
argouml,WITHOUT_CLASSIFICATION,/* Fig related todo items: */
argouml,WITHOUT_CLASSIFICATION,"// intentional: if there is nonsense in the field, // we do not set the value"
argouml,WITHOUT_CLASSIFICATION,// parse the text that was edited
argouml,WITHOUT_CLASSIFICATION,"// intentional: if there is nonsense in the field, // we return false"
argouml,WITHOUT_CLASSIFICATION,// Pass everything except editing events to superclass
argouml,WITHOUT_CLASSIFICATION,// stereotype fig covers the name fig:
argouml,WITHOUT_CLASSIFICATION,"/* If the source of the event is an UML object,             * then the UML model has been changed.*/"
argouml,WITHOUT_CLASSIFICATION,// Lazily create the event:
argouml,WITHOUT_CLASSIFICATION,// Default implementation is to do nothing
argouml,WITHOUT_CLASSIFICATION,// The source of an association end should not // be the classifier. If it is the user has drawn the wrong way // round so we swap here.
argouml,WITHOUT_CLASSIFICATION,// Default implementation is to do nothing
argouml,WITHOUT_CLASSIFICATION,"/*     * @see java.lang.Object#equals(java.lang.Object)     */"
argouml,WITHOUT_CLASSIFICATION,// TODO: Update setting
argouml,WITHOUT_CLASSIFICATION,/* end class CrUnnavigableAssoc */
argouml,WITHOUT_CLASSIFICATION,//////////////////////////////////////////////////////////////// // accessors
argouml,WITHOUT_CLASSIFICATION,"// The <<extend>> label. // It's not a true stereotype, so don't use the stereotype support //int y = getNameFig().getBounds().height;"
argouml,WITHOUT_CLASSIFICATION,// Set the tooltip string:
argouml,WITHOUT_CLASSIFICATION,"/*     * @see org.tigris.gef.persistence.pgml.PGMLStackParser#setAttrs(     * org.tigris.gef.presentation.Fig, org.xml.sax.Attributes)     */"
argouml,WITHOUT_CLASSIFICATION,// Default implementation is to do nothing
argouml,WITHOUT_CLASSIFICATION,"/*         * Since body ever looks         * at the type of the diagram appearance event, we can simplify from         * sending every existing event to one event only. But since there is no         * catch-all event defined, we just use one. Rationale: reduce the         * number of total refreshes of the drawing.         */"
argouml,WITHOUT_CLASSIFICATION,// Default implementation is to do nothing
argouml,WITHOUT_CLASSIFICATION,"// Note that ""multiplicity"" is what is the notation is listening // for in UML1.4 ""uppervalue"" are listened to in UML2. It is not // currently why it is not required to register for ""lowerValue"" // also."
argouml,WITHOUT_CLASSIFICATION,// Default implementation is to do nothing
argouml,WITHOUT_CLASSIFICATION,"/*         * A use case has an external separator.         * External means external to the compartment box.          * This horizontal line sticks out of the box,          * and touches the ellipse edge.         */"
argouml,WITHOUT_CLASSIFICATION,// Default implementation is to do nothing
argouml,WITHOUT_CLASSIFICATION,// fail silently as we expect users to accidentally drop // on to wrong component
argouml,WITHOUT_CLASSIFICATION,"// Required for MouseListener interface, but we only care about clicks"
argouml,WITHOUT_CLASSIFICATION,"/*             * The diagram are always owned by the model             * in this first implementation.             */"
argouml,WITHOUT_CLASSIFICATION,"// Required for MouseListener interface, but we only care about clicks"
argouml,WITHOUT_CLASSIFICATION,"/*     * @see java.lang.Object#equals(java.lang.Object)     */"
argouml,WITHOUT_CLASSIFICATION,"// Required for MouseListener interface, but we only care about clicks"
argouml,WITHOUT_CLASSIFICATION,"/*     * @see org.argouml.uml.ui.UMLComboBox2#UMLComboBox2( UMLComboBoxModel,     *      Action)     */"
argouml,WITHOUT_CLASSIFICATION,"// Required for MouseListener interface, but we only care about clicks"
argouml,WITHOUT_CLASSIFICATION,// 4. Make sure the only FigGroups on a diagram are also //    FigNodes // The report
argouml,WITHOUT_CLASSIFICATION,// No need to update if model element went away
argouml,WITHOUT_CLASSIFICATION,"/*     * @see org.tigris.gef.graph.MutableGraphModel#addNodeRelatedEdges(java.lang.Object)     */"
argouml,WITHOUT_CLASSIFICATION,"// Required for KeyListener interface, but not used"
argouml,WITHOUT_CLASSIFICATION,"/**     * Private utility routine to work out the (positive) x coordinate of a     * point on an oval, given the radii and y coordinate.<p>     * TODO: Use this to calculate the separator lines!     *     * @param a  radius in X direction     * @param b  radius in Y direction     * @param y  Y coordinate     * @return   Positive X coordinate for the given Y coordinate     */"
argouml,WITHOUT_CLASSIFICATION,// Both ends must be defined and nodes that are on the graph already.
argouml,WITHOUT_CLASSIFICATION,// Link the new include relationship in to the ends
argouml,WITHOUT_CLASSIFICATION,//////////////////////////////////////////////////////////////// // internal methods
argouml,WITHOUT_CLASSIFICATION,// FigAssociationRole figassociationrole = new FigAssociationRole();
argouml,WITHOUT_CLASSIFICATION,//newFC = _content;
argouml,WITHOUT_CLASSIFICATION,// number of goals should now be 0
argouml,WITHOUT_CLASSIFICATION,"// GEF sets a different Fig than the one that we had at construction // time, so we need to set its color and width"
argouml,WITHOUT_CLASSIFICATION,"// Mark this as newly created. This is to get round the problem with // creating figs for loaded comments that had stereotypes. They are // saved with their dimensions INCLUDING the stereotype, but since we // pretend the stereotype is not visible, we add height the first time // we render such a comment. This is a complete fudge, and really we // ought to address how comment objects with stereotypes are saved. But // that will be hard work."
argouml,WITHOUT_CLASSIFICATION,// place the edge on the layer and update the diagram
argouml,WITHOUT_CLASSIFICATION,// update the priority of the critic to be the same priority as the // decision
argouml,WITHOUT_CLASSIFICATION,/* end computeRoute */
argouml,WITHOUT_CLASSIFICATION,"/*     * @see org.argouml.uml.diagram.ui.FigNodeModelElement#renderingChanged()     */"
argouml,WITHOUT_CLASSIFICATION,//TODO: Does this help?
argouml,WITHOUT_CLASSIFICATION,// snooze and verify its been enabled
argouml,WITHOUT_CLASSIFICATION,// If this is not a circle to circle edge we default to let GEF // calculate edge route.
argouml,WITHOUT_CLASSIFICATION,// test with a class and class diagram
argouml,WITHOUT_CLASSIFICATION,"// ? two iterations of refinement, maybe should be a for-loop"
argouml,WITHOUT_CLASSIFICATION,"/*     * Recursively place all nodes pointed to by outgoing transitions.     *      * Because of the recursive algorithm multiple outgoing transitions     * will end up very lopsided because one entire subgraph will be done     * before dealing with the other transition(s).     *      * @param seen set of nodes seen so far     * @param node the node to collect neighbors for     */"
argouml,WITHOUT_CLASSIFICATION,// Get the two ends of any valid edge
argouml,WITHOUT_CLASSIFICATION,"/*     * @see org.argouml.uml.diagram.ui.FigNodeModelElement#clone()     */"
argouml,WITHOUT_CLASSIFICATION,// Only allow binary associations
argouml,WITHOUT_CLASSIFICATION,"/*     * @see org.argouml.uml.diagram.ui.FigNodeModelElement#updateNameText()     */"
argouml,WITHOUT_CLASSIFICATION,/* Set the drop location in the case of D&D: */
argouml,WITHOUT_CLASSIFICATION,"/*     * @see org.argouml.uml.diagram.ui.FigNodeModelElement#textEditStarted(org.tigris.gef.presentation.FigText)     */"
argouml,WITHOUT_CLASSIFICATION,// TODO: assumes public
argouml,WITHOUT_CLASSIFICATION,"/*     * @see org.argouml.uml.diagram.ui.FigNodeModelElement#updateListeners(java.lang.Object)     */"
argouml,WITHOUT_CLASSIFICATION,/*(MElementImport)*/
argouml,WITHOUT_CLASSIFICATION,"/*     * @see GUISettingsTabInterface#getTabKey()     */"
argouml,WITHOUT_CLASSIFICATION,// Modifiers ...
argouml,WITHOUT_CLASSIFICATION,"/*     * @see java.util.Collection#remove(java.lang.Object)     */"
argouml,WITHOUT_CLASSIFICATION,/* This sets the lineWidth of all in the group: */
argouml,WITHOUT_CLASSIFICATION,"/*     * @see org.argouml.uml.diagram.ui.UMLDiagram#relocate(java.lang.Object)     */"
argouml,WITHOUT_CLASSIFICATION,// If the line angle is less than 3 degrees then snap the line // straight
argouml,WITHOUT_CLASSIFICATION,//TODO: AssociationRole
argouml,WITHOUT_CLASSIFICATION,// A dependency potentially has many clients and suppliers. We only // consider the first of each (not clear that we should really // accept the case where there is more than one of either)
argouml,WITHOUT_CLASSIFICATION,// A binary association is not a node so reject.
argouml,WITHOUT_CLASSIFICATION,"// Add the node, check that it is an actor or use case and add it to // the model namespace."
argouml,WITHOUT_CLASSIFICATION,"/*     * @see org.argouml.uml.diagram.state.ui.FigStateVertex#makeSelection()     */"
argouml,WITHOUT_CLASSIFICATION,// Tell GEF its changed
argouml,WITHOUT_CLASSIFICATION,"/*     * @see org.argouml.ui.TabTarget#setTarget(java.lang.Object)     */"
argouml,WITHOUT_CLASSIFICATION,// Add the element and place it in the namespace of the model
argouml,WITHOUT_CLASSIFICATION,"/*     * @see org.argouml.uml.diagram.activity.ui.FigActionState#getNotationProviderType()     */"
argouml,WITHOUT_CLASSIFICATION,// Tell GEF
argouml,WITHOUT_CLASSIFICATION,// TODO -> settings
argouml,WITHOUT_CLASSIFICATION,// Everything else is OK
argouml,WITHOUT_CLASSIFICATION,"/*     * @see javax.swing.table.TableModel#getColumnClass(int)     */"
argouml,WITHOUT_CLASSIFICATION,// Remove a node
argouml,WITHOUT_CLASSIFICATION,"/*     * @see org.argouml.uml.diagram.layout.Layouter#getObject(int)     */"
argouml,WITHOUT_CLASSIFICATION,// Remove an edge
argouml,WITHOUT_CLASSIFICATION,//make port invisible unless mouse enters
argouml,WITHOUT_CLASSIFICATION,// Something was added - nothing for us to worry about
argouml,WITHOUT_CLASSIFICATION,"/* If it is concurrent and contains concurrent regions,        the bottom region has a minimum height*/"
argouml,WITHOUT_CLASSIFICATION,// Invoke the parent constructor first
argouml,WITHOUT_CLASSIFICATION,"/*     * This makes dragging connected edges very smooth.     *     * @see org.tigris.gef.presentation.Fig#getClosestPoint(java.awt.Point)     */"
argouml,WITHOUT_CLASSIFICATION,// Invoke the parent refresh first
argouml,WITHOUT_CLASSIFICATION,// Give up if the assocation ends don't have a type defined
argouml,WITHOUT_CLASSIFICATION,/* end class StylePanelFigUseCase */
argouml,WITHOUT_CLASSIFICATION,// The vertex was dropped onto the diagram. // Get the region as the first Region in the StateMachine. // If there is no region in the StateMachine then create one.
argouml,WITHOUT_CLASSIFICATION,// initialize any other Figs here
argouml,WITHOUT_CLASSIFICATION,"/*     * @see java.awt.event.MouseListener#mousePressed(java.awt.event.MouseEvent)     */"
argouml,WITHOUT_CLASSIFICATION,// Only the head should be filled (not the text)
argouml,WITHOUT_CLASSIFICATION,"/*         * Notation settings are different since, we know that, at a minimum,         * the isShowPath() setting can change because with implement         * PathContainer, so we make sure that we have a private copy of the         * notation settings.         */"
argouml,WITHOUT_CLASSIFICATION,//      name updating
argouml,WITHOUT_CLASSIFICATION,// Make all the parts match the main fig
argouml,WITHOUT_CLASSIFICATION,"/*     * Text fig to hold the <<include>> label     */"
argouml,WITHOUT_CLASSIFICATION,"// 2. the profile configuration, holding noneditable applied profiles"
argouml,WITHOUT_CLASSIFICATION,"// The <<include>> label. // It's not a true stereotype, so don't use the stereotype support"
argouml,WITHOUT_CLASSIFICATION,/* do nothing */
argouml,WITHOUT_CLASSIFICATION,/* TRY SOME ACTION ERRORS */
argouml,WITHOUT_CLASSIFICATION,// A binary association is not a node so reject.
argouml,WITHOUT_CLASSIFICATION,// add Figs to the FigNode in back-to-front order
argouml,WITHOUT_CLASSIFICATION,//$NON-NLS-1$
argouml,WITHOUT_CLASSIFICATION,/* Set the drop location in the case of D&D: */
argouml,WITHOUT_CLASSIFICATION,// the text will be set later
argouml,WITHOUT_CLASSIFICATION,/* Check if multiple items are selected: */
argouml,WITHOUT_CLASSIFICATION,// Only show actions for associations not already on diagram
argouml,WITHOUT_CLASSIFICATION,// Make all the parts match the main fig
argouml,WITHOUT_CLASSIFICATION,// Only show actions for associations not already on diagram
argouml,WITHOUT_CLASSIFICATION,"// If the element import is in the old owned, it means it must have // been removed. Make sure the associated model element is removed."
argouml,WITHOUT_CLASSIFICATION,"// TODO: Use per-project undo manager, not global"
argouml,WITHOUT_CLASSIFICATION,// By default we don't show the attribute check box. Mark this object // as a listener for the check box.
argouml,WITHOUT_CLASSIFICATION,// verify the name property was correctly updated
argouml,WITHOUT_CLASSIFICATION,"// add Figs to the FigNode in back-to-front order // Put this rectangle behind the rest, so it goes first"
argouml,WITHOUT_CLASSIFICATION,// TODO: We should be able to just call renderingChanged on the child // figs here instead of doing an updateOperations...
argouml,WITHOUT_CLASSIFICATION,// Make the line dashed
argouml,WITHOUT_CLASSIFICATION,"/*     * List of objects.     *      * NOTE: This methods which read/write this don't appear to be used.     */"
argouml,WITHOUT_CLASSIFICATION,// Add an arrow with an open arrow head
argouml,WITHOUT_CLASSIFICATION,// This module will still register as enabled for UML1.4 but it won't // actually do anything.
argouml,WITHOUT_CLASSIFICATION,// Make the edge go between nearest points
argouml,WITHOUT_CLASSIFICATION,"/*     * @see org.tigris.gef.presentation.Fig#setLineColor(java.awt.Color)     */"
argouml,WITHOUT_CLASSIFICATION,// Create a new version of the relevant fig
argouml,WITHOUT_CLASSIFICATION,// If default Namespace is not already set
