ID,projectname,classification,Abstract,label
1302,argouml,IMPLEMENTATION,// TODO: Review all callers to make sure that they localize the title // In process by Harold Braun 20070912,yes
1303,argouml,IMPLEMENTATION,// TODO: I18N,yes
1304,argouml,IMPLEMENTATION,// not needed,yes
1305,argouml,IMPLEMENTATION,// not needed,yes
1306,argouml,IMPLEMENTATION,// not needed,yes
1307,argouml,IMPLEMENTATION,// not needed,yes
1308,argouml,IMPLEMENTATION,// not needed,yes
1309,argouml,IMPLEMENTATION,// not needed,yes
1310,argouml,IMPLEMENTATION,// not needed,yes
1311,argouml,IMPLEMENTATION,// not needed,yes
1312,argouml,IMPLEMENTATION,// not needed,yes
1313,argouml,IMPLEMENTATION,// TODO: Once the default constructor is deleted we only set dirty flag,yes
1314,argouml,IMPLEMENTATION,// TODO: All super constructors should take a GraphModel,yes
1315,argouml,IMPLEMENTATION,// TODO: I18N,yes
1316,argouml,IMPLEMENTATION,// not needed,yes
1317,argouml,IMPLEMENTATION,// TODO: Get Project or other necessary context from source?? // e.getSource();,yes
1318,argouml,IMPLEMENTATION,// not needed,yes
1319,argouml,IMPLEMENTATION,// not needed,yes
1320,argouml,IMPLEMENTATION,// not needed,yes
1321,argouml,IMPLEMENTATION,// not needed,yes
1322,argouml,IMPLEMENTATION,// TODO: Make this more efficient for large I/Os,yes
1323,argouml,IMPLEMENTATION,// TODO: I18N,yes
1324,argouml,IMPLEMENTATION,// not needed,yes
1325,argouml,IMPLEMENTATION,// not needed,yes
1326,argouml,IMPLEMENTATION,// not needed,yes
1327,argouml,IMPLEMENTATION,// TODO: i18n,yes
1328,argouml,IMPLEMENTATION,// TODO: Bob says - how can we auto-generate this list?,yes
1329,argouml,IMPLEMENTATION,// TODO: We failed to resolve URL - signal error,yes
1330,argouml,IMPLEMENTATION,// TODO: Count/report unresolved references,yes
1331,argouml,IMPLEMENTATION,// not needed,yes
1332,argouml,IMPLEMENTATION,// not needed,yes
1333,argouml,IMPLEMENTATION,// not needed,yes
1334,argouml,IMPLEMENTATION,// not needed,yes
1335,argouml,IMPLEMENTATION,// not needed,yes
1336,argouml,IMPLEMENTATION,// TODO: Implement support for multiple TaggedValues,yes
1337,argouml,IMPLEMENTATION,// not needed,yes
1338,argouml,IMPLEMENTATION,// not needed,yes
1339,argouml,IMPLEMENTATION,// not needed,yes
1340,argouml,IMPLEMENTATION,// TODO: treat Message,yes
1341,argouml,IMPLEMENTATION,// TODO: implement,yes
1342,argouml,IMPLEMENTATION,// TODO: Why would this be null?,yes
1343,argouml,IMPLEMENTATION,// TODO: treat Message,yes
1344,argouml,IMPLEMENTATION,// TODO: Rework to use UML 1.4 TagDefinitions - tfm,yes
1345,argouml,IMPLEMENTATION,// TODO: Needs undo support,yes
1346,argouml,IMPLEMENTATION,// TODO: This is a linear search of a list that contain many // thousands of items (one for every Fig in the entire project),yes
1347,argouml,IMPLEMENTATION,// TODO: Check if this is ok (this is literally adapted from NSUML),yes
1348,argouml,IMPLEMENTATION,/* FIX: set the application name for Mac OS X */,yes
1349,argouml,IMPLEMENTATION,//TODO: What can we do with other kind of actions?,yes
1350,argouml,IMPLEMENTATION,"// TODO: Use the SVGWriter2D implementation //            cmd = new SaveSVGAction2(Translator.localize(""action.save-svg""));",yes
1351,argouml,IMPLEMENTATION,"// Apparently, this method is never called.",yes
1352,argouml,IMPLEMENTATION,"/*     * TODO: Not implemented yet. The idea is that some     * problems identified by Critic's can be fixed with certain design     * manipulations (or transforms) that can be applied automatically     * to resolve the problem. This method replies true iff the given     * problem can be fixed. The fixIt() method actually does the fix.     *     * @see org.argouml.cognitive.Poster#canFixIt(org.argouml.cognitive.ToDoItem)     * Also     * @see Critic#fixIt     */",yes
1353,argouml,IMPLEMENTATION,"/**     * TODO: Not implemented yet. If the given ToDoItem can     * be fixed automatically, and the user wants that to happen, then do     * it. Obviously, this depends on the specific Critic and     * problem. By default this method does nothing.     *     * @param item the todo item     * @param arg the design material (?)     */",yes
1354,argouml,IMPLEMENTATION,"/**     * List of ChecklistStatus:es.     *     * Indexed on the model element itself.     * TODO: Should use weak references so that this is forgotten about     * when the object is removed.     */",yes
1355,argouml,IMPLEMENTATION,// TODO: Maybe the exception strings should be internationalized,yes
1356,argouml,IMPLEMENTATION,// TODO understand qualifiers,yes
1357,argouml,IMPLEMENTATION,// TODO: Convert this to some sensible logging,yes
1358,argouml,IMPLEMENTATION,// TODO is it possible to use more than one variable?,yes
1359,argouml,IMPLEMENTATION,"/**     * Reply the ToDoItem that the designer should see iff predicate()     * returns true. By default it just fills in the fields of the     * ToDoItem from accessor methods of this Critic. Critic Subclasses     * may override this method or the accessor methods to add computed     * fields to the ToDoItem.     *     * TODO: Critic's may want to add new fields to a     * ToDoItem to make stillValid more efficent.     *     * @see Critic#critique     *     * @param dm the offender     * @param dsgr the designer     * @return ToDoItem     */",yes
1360,argouml,IMPLEMENTATION,// TODO implementation?,yes
1361,argouml,IMPLEMENTATION,// TODO: Removed from UML 2.x,yes
1362,argouml,IMPLEMENTATION,//            Category.getRoot().getLoggerRepository().setThreshold(Level.OFF); // TODO: Find the proper implementation in java.util.logging API	    ,yes
1363,argouml,IMPLEMENTATION,// TODO: Review all callers to make sure that they localize the title,yes
1364,argouml,IMPLEMENTATION,"/**     * Removes a listener, eventtype pair from the listener list.     *     * TODO: replace the listener implementation with a EventListenerList     * for better performance     *     * @param event the event to which the listener will not listen any more     * @param listener the listener to be removed     */",yes
1365,argouml,IMPLEMENTATION,"/**     * Check the offenders.<p>     *     * This is called from the constructors where the offenders are given.     *     * TODO: Why do we only care about checking the first 2 offenders above?     * @param offs The offenders.     */",yes
1366,argouml,IMPLEMENTATION,// not needed,yes
1367,argouml,IMPLEMENTATION,// TODO: This is a linear search of a list that contain many // thousands of items (one for every Fig in the entire project),yes
1368,argouml,IMPLEMENTATION,// TODO check this,yes
1369,argouml,TEST,// TODO: No test coverage for this or createPropPanel? - tfm,yes
1370,argouml,TEST,"// TODO do tests for infix operators (8.4.7), // even though it is not yet supported",yes
1371,argouml,TEST,"// The UML 2.1.1 metamodel is a MOF 2.0 CMOF model, so // we want nodes with // tag=""ownedMember"", attribute xmi:type=""cmof:Class"" // TODO: This code is untested - tfm",yes
1372,argouml,TEST,"/**     * For modules, it would be usefule to be able to remove their factories.<p>     *      * TODO: The effect of this method is not yet tested!     *      * @param factory the factory to remove     */",yes
1373,argouml,TEST,// TODO: should not be using assert here but I don't want to change to // IllegalStateException at lead up to a release as I don't know how // much testing is done with assert on.,yes
1374,argouml,TEST,"/**     * Test the constructor used for loading a profile from a Jar file.     * TODO: Test FigNode!     *     * @throws Exception if something goes wrong     */",yes
1375,argouml,TEST,"// ModelElement is abstract, so no create tests // TODO: Add any other relevant tests        ",yes
1376,argouml,TEST,// Do we need to add tests for the following? // // AggregationKind // ChangeableKind // MessageDirectionKind // OrderingKind // ParameterDirectionKind // PseudostateKind // ScopeKind // VisibilityKind //,yes
1377,argouml,TEST,// TODO: Test if the generated string is correct.,yes
1378,argouml,TEST,"/**     * Tests if the list with namespaces defined in getValidNamespaceClasses     * contains only valid namespaces.     *     * TODO: This test does not test anything, really!     */",yes
1379,argouml,TEST,//        cleanAllExtentsBut(model); // TODO: why is this causing a crash?!?,yes
1380,argouml,TEST,"/** * TODO: This needs more work. * Test e.g. creation when an operation is selected. * * @author jaap.branderhorst@xs4all.nl * @since Jan 9, 2003 */",yes
1381,argouml,TEST,// TODO: This requires that the tests be run with assertions // enabled which isn't guaranteed in all environments.,yes
1382,argouml,TEST,"// For some reason ListSet.equals() allocates a lot of memory, well // some memory at least. Lets try to avoid that when not needed by // invoking this test only when the two previous tests are not decisive.",yes
1383,argouml,TEST,"/** * Tests for the DiagramSettings. * * TODO: Test chaining of settings. * * @author Tom Morris (based on TestProjectSettings by Michiel) */",yes
1384,argouml,TEST,// TODO: should not be using assert here but I don't want to change to // IllegalStateException at lead up to a release as I don't know how // much testing is done with assert on.,yes
1385,argouml,TEST,// TODO: Fix this so that new sequence diagrams are tested,yes
1386,argouml,TEST,"/**     * TODO: Rewrite this test using reflection against Uml class.     *      * This code has been commented out since September 2003     */",yes
1387,argouml,TEST,"/** * Test creation of Collaboration diagrams. * TODO: Test creating on an operation. * * @author jaap.branderhorst@xs4all.nl * @since Jan 9, 2003 */",yes
1388,argouml,TEST,"/**     * Test a UML 1.3/XMI 1.1 file to make sure that it gets converted properly.     * <p>     * TODO: Our UML 1.3 converter currently only handles XMI 1.0.      * @throws FileNotFoundException indicates a test configuration problem     * @throws UmlException if it fails to open the file     */",yes
1389,argouml,TEST,"/**     * Tests if the list with namespaces defined in getValidNamespaceClasses     * contains only valid namespaces.     *     * TODO: This test does not test anything, really!     */",yes
1390,argouml,TEST,// The application should have checked for availability at // startup. // For tests we would expect unix developers to be correctly // configured. // Replace with an assert when we are JRE1.4+,yes
1391,argouml,TEST,"// TODO: this should fail, but it doesn't:",yes
1392,argouml,TEST,"// TODO write test for enumerations, although they are not yet supported",yes
1393,argouml,TEST,"/** * Test read compressed models, mainly to verify the correct reading of * AndroMDA profiles. * TODO: Move this test into argouml base when we will want to read also zip * file. * * @author lmaitre */",yes
1394,argouml,TEST,"// TODO do tests for navigation to association classes (8.5.5), // even though it is not yet supported",yes
1395,argouml,TEST,// We tested this above - do we need to test again?,yes
1396,argouml,TEST,"// TODO do tests for type conformance (8.4.4), // even though it is not yet supported",yes
1397,argouml,TEST,/* Testing: Does not fire. Conflict with CrNameConflict. */,yes
1398,argouml,TEST,// TODO: should it remove the leftovers from other tests? //        cleanAllExtents(); //        assert getFacade().getRootElements().size() == 0;,yes
1399,argouml,TEST,// Entered in 0.29.3 // Prove that the test below is not needed,yes
1400,argouml,TEST,// TODO: This requires that the tests be run with assertions // enabled which isn't guaranteed in all environments.,yes
1401,argouml,TEST,"/* TODO: Why does it fail for changing             * the name of an associationend?             *  Why should it pass? */",yes
1402,argouml,TEST,"/**     * For modules, it would be useful to be able to remove their factories.     * <p>     *      * TODO: The effect of this method is not yet tested!     *      * @param factory     *            the factory to remove     */",yes
1403,argouml,TEST,/* TODO: Test this. */,yes
1404,argouml,TEST,// TODO: Test if the generated string is correct.,yes
1405,argouml,TEST,"// TODO do tests for ranges in collection definition (8.5.12), // even though it is not yet supported",yes
1406,argouml,TEST,"// TODO do tests for collections of collections (8.5.13), // even though it is not yet supported  // question: should this happen with all collections or only  // the constructed ones?",yes
1407,argouml,TEST,"/**     * Test creation of metatypes.     *     * TODO: we could add tests here to make sure that     * we can NOT create abstract types     */",yes
1408,argouml,TEST,"/* Listening only to ""remove"" events does not work...         * TODO: Check if this works now with new event pump - tfm         */",yes
1409,argouml,TEST,// TODO: We need some way of driving this from panel xml rather // than hard coded test,yes
1410,argouml,TEST,"/*     * TODO: Prove that this works.      * The TestUMLAssociationRoleBaseComboBoxModel does not cut it.      *      * @see org.argouml.uml.ui.UMLComboBoxModel#addOtherModelEventListeners(java.lang.Object)     */",yes
1411,argouml,TEST,// TODO: Presumably this is only relevant if // obj is actually a Model or Profile. // An added test of isAModel(obj) or isAProfile(obj) would clarify // what is going on here.,yes
1412,argouml,TEST,"/** * All events going to the Explorer must pass through here first!<p> * * Most will come from the uml model via the EventAdapter interface.<p> * * TODO: In some cases (test cases) this object is created without setting * the treeModel. I (Linus) will add tests for this now. It would be better * if this is created only when the Explorer is created. <p> * * TODO: The ExplorerTreeNode also listens to some events * (from Diagrams), so it does not follow the rule above. * * @since 0.15.2, Created on 16 September 2003, 23:13 * @author  alexb */",yes
1413,argouml,WITHOUT_CLASSIFICATION,// add Figs to the FigNode in back-to-front order,no
1414,argouml,WITHOUT_CLASSIFICATION,"/*     * @see org.tigris.gef.graph.GraphFactory#makeNode()     */",no
1415,argouml,WITHOUT_CLASSIFICATION,//make port invisible unless mouse enters,no
1416,argouml,WITHOUT_CLASSIFICATION,"/*     * @see javax.swing.plaf.metal.MetalTheme#getPrimary1()     */",no
1417,argouml,WITHOUT_CLASSIFICATION,//////////////////////////////////////////////////////////////// // event handlers - MouseListener implementation,no
1418,argouml,WITHOUT_CLASSIFICATION,//	fireNodeRemoved(node);,no
1419,argouml,WITHOUT_CLASSIFICATION,"//      The following does not seem to work - centered the Fig instead. //        getNameFig().setJustificationByName(""center"");",no
1420,argouml,WITHOUT_CLASSIFICATION,// Only show actions for associations not already on diagram,no
1421,argouml,WITHOUT_CLASSIFICATION,// get the widest of all textfigs // calculate the total height,no
1422,argouml,WITHOUT_CLASSIFICATION,/* 4.5.2.24 Generalization */,no
1423,argouml,WITHOUT_CLASSIFICATION,// Create the new FigAssociation edge to replace the node,no
1424,argouml,WITHOUT_CLASSIFICATION,// Make sure we don't try to set things smaller than the minimum,no
1425,argouml,WITHOUT_CLASSIFICATION,"/* Center the NameFig, since center justification          * does not seem to work. */",no
1426,argouml,WITHOUT_CLASSIFICATION,// Only show actions for associations not already on diagram,no
1427,argouml,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
1428,argouml,WITHOUT_CLASSIFICATION,"/*     * @see javax.swing.plaf.metal.MetalTheme#getPrimary1()     */",no
1429,argouml,WITHOUT_CLASSIFICATION,"// Do nothing, this rect will always be transparent",no
1430,argouml,WITHOUT_CLASSIFICATION,// If we're about to upgrade the file lets take an archive // of it first.,no
1431,argouml,WITHOUT_CLASSIFICATION,"/*     * @see java.beans.VetoableChangeListener#vetoableChange(java.beans.PropertyChangeEvent)     */",no
1432,argouml,WITHOUT_CLASSIFICATION,// Actions specific to the use case diagram toolbar,no
1433,argouml,WITHOUT_CLASSIFICATION,"// update any text, colors, fonts, etc.",no
1434,argouml,WITHOUT_CLASSIFICATION,// Only show actions for associations not already on diagram,no
1435,argouml,WITHOUT_CLASSIFICATION,// update the relative sizes and positions of internel Figs,no
1436,argouml,WITHOUT_CLASSIFICATION,"/*     * @see org.argouml.uml.diagram.layout.Layouter#layout()     */",no
1437,argouml,WITHOUT_CLASSIFICATION,// popupAddOffset should be equal to the number of items added here:,no
1438,argouml,WITHOUT_CLASSIFICATION,"// Loop through the associations, counting the ends with aggregations",no
1439,argouml,WITHOUT_CLASSIFICATION,// Add stereotypes submenu,no
1440,argouml,WITHOUT_CLASSIFICATION,// The fix,no
1441,argouml,WITHOUT_CLASSIFICATION,// We handle and consume editing events,no
1442,argouml,WITHOUT_CLASSIFICATION,// Only show actions for associations not already on diagram,no
1443,argouml,WITHOUT_CLASSIFICATION,// Now we can remove ourself (which will also remove the // attached association ends edges),no
1444,argouml,WITHOUT_CLASSIFICATION,/* (MMessage) */,no
1445,argouml,WITHOUT_CLASSIFICATION,"/*     * List of model element listeners we've registered.     */",no
1446,argouml,WITHOUT_CLASSIFICATION,"/* We want to maintain a minimum width for the fig. Also, add the border         * dimensions to the minimum space required for its contents:         */",no
1447,argouml,WITHOUT_CLASSIFICATION,// Added this part to load the extra menu content,no
1448,argouml,WITHOUT_CLASSIFICATION,// and the stereotypes of its features,no
1449,argouml,WITHOUT_CLASSIFICATION,/* Owner related todo items: */,no
1450,argouml,WITHOUT_CLASSIFICATION,// A binary association is not a node so reject.,no
1451,argouml,WITHOUT_CLASSIFICATION,/* Fig related todo items: */,no
1452,argouml,WITHOUT_CLASSIFICATION,"// intentional: if there is nonsense in the field, // we do not set the value",no
1453,argouml,WITHOUT_CLASSIFICATION,// parse the text that was edited,no
1454,argouml,WITHOUT_CLASSIFICATION,"// intentional: if there is nonsense in the field, // we return false",no
1455,argouml,WITHOUT_CLASSIFICATION,// Pass everything except editing events to superclass,no
1456,argouml,WITHOUT_CLASSIFICATION,// stereotype fig covers the name fig:,no
1457,argouml,WITHOUT_CLASSIFICATION,"/* If the source of the event is an UML object,             * then the UML model has been changed.*/",no
1458,argouml,WITHOUT_CLASSIFICATION,// Lazily create the event:,no
1459,argouml,WITHOUT_CLASSIFICATION,// Default implementation is to do nothing,no
1460,argouml,WITHOUT_CLASSIFICATION,// The source of an association end should not // be the classifier. If it is the user has drawn the wrong way // round so we swap here.,no
1461,argouml,WITHOUT_CLASSIFICATION,// Default implementation is to do nothing,no
1462,argouml,WITHOUT_CLASSIFICATION,"/*     * @see java.lang.Object#equals(java.lang.Object)     */",no
1463,argouml,WITHOUT_CLASSIFICATION,// TODO: Update setting,no
1464,argouml,WITHOUT_CLASSIFICATION,/* end class CrUnnavigableAssoc */,no
1465,argouml,WITHOUT_CLASSIFICATION,//////////////////////////////////////////////////////////////// // accessors,no
1466,argouml,WITHOUT_CLASSIFICATION,"// The <<extend>> label. // It's not a true stereotype, so don't use the stereotype support //int y = getNameFig().getBounds().height;",no
1467,argouml,WITHOUT_CLASSIFICATION,// Set the tooltip string:,no
1468,argouml,WITHOUT_CLASSIFICATION,"/*     * @see org.tigris.gef.persistence.pgml.PGMLStackParser#setAttrs(     * org.tigris.gef.presentation.Fig, org.xml.sax.Attributes)     */",no
1469,argouml,WITHOUT_CLASSIFICATION,// Default implementation is to do nothing,no
1470,argouml,WITHOUT_CLASSIFICATION,"/*         * Since body ever looks         * at the type of the diagram appearance event, we can simplify from         * sending every existing event to one event only. But since there is no         * catch-all event defined, we just use one. Rationale: reduce the         * number of total refreshes of the drawing.         */",no
1471,argouml,WITHOUT_CLASSIFICATION,// Default implementation is to do nothing,no
1472,argouml,WITHOUT_CLASSIFICATION,"// Note that ""multiplicity"" is what is the notation is listening // for in UML1.4 ""uppervalue"" are listened to in UML2. It is not // currently why it is not required to register for ""lowerValue"" // also.",no
1473,argouml,WITHOUT_CLASSIFICATION,// Default implementation is to do nothing,no
1474,argouml,WITHOUT_CLASSIFICATION,"/*         * A use case has an external separator.         * External means external to the compartment box.          * This horizontal line sticks out of the box,          * and touches the ellipse edge.         */",no
1475,argouml,WITHOUT_CLASSIFICATION,// Default implementation is to do nothing,no
1476,argouml,WITHOUT_CLASSIFICATION,// fail silently as we expect users to accidentally drop // on to wrong component,no
1477,argouml,WITHOUT_CLASSIFICATION,"// Required for MouseListener interface, but we only care about clicks",no
1478,argouml,WITHOUT_CLASSIFICATION,"/*             * The diagram are always owned by the model             * in this first implementation.             */",no
1479,argouml,WITHOUT_CLASSIFICATION,"// Required for MouseListener interface, but we only care about clicks",no
1480,argouml,WITHOUT_CLASSIFICATION,"/*     * @see java.lang.Object#equals(java.lang.Object)     */",no
1481,argouml,WITHOUT_CLASSIFICATION,"// Required for MouseListener interface, but we only care about clicks",no
1482,argouml,WITHOUT_CLASSIFICATION,"/*     * @see org.argouml.uml.ui.UMLComboBox2#UMLComboBox2( UMLComboBoxModel,     *      Action)     */",no
1483,argouml,WITHOUT_CLASSIFICATION,"// Required for MouseListener interface, but we only care about clicks",no
1484,argouml,WITHOUT_CLASSIFICATION,// 4. Make sure the only FigGroups on a diagram are also //    FigNodes // The report,no
1485,argouml,WITHOUT_CLASSIFICATION,// No need to update if model element went away,no
1486,argouml,WITHOUT_CLASSIFICATION,"/*     * @see org.tigris.gef.graph.MutableGraphModel#addNodeRelatedEdges(java.lang.Object)     */",no
1487,argouml,WITHOUT_CLASSIFICATION,"// Required for KeyListener interface, but not used",no
1488,argouml,WITHOUT_CLASSIFICATION,"/**     * Private utility routine to work out the (positive) x coordinate of a     * point on an oval, given the radii and y coordinate.<p>     * TODO: Use this to calculate the separator lines!     *     * @param a  radius in X direction     * @param b  radius in Y direction     * @param y  Y coordinate     * @return   Positive X coordinate for the given Y coordinate     */",no
1489,argouml,WITHOUT_CLASSIFICATION,// Both ends must be defined and nodes that are on the graph already.,no
1490,argouml,WITHOUT_CLASSIFICATION,// Link the new include relationship in to the ends,no
1491,argouml,WITHOUT_CLASSIFICATION,//////////////////////////////////////////////////////////////// // internal methods,no
1492,argouml,WITHOUT_CLASSIFICATION,// FigAssociationRole figassociationrole = new FigAssociationRole();,no
1493,argouml,WITHOUT_CLASSIFICATION,//newFC = _content;,no
1494,argouml,WITHOUT_CLASSIFICATION,// number of goals should now be 0,no
1495,argouml,WITHOUT_CLASSIFICATION,"// GEF sets a different Fig than the one that we had at construction // time, so we need to set its color and width",no
1496,argouml,WITHOUT_CLASSIFICATION,"// Mark this as newly created. This is to get round the problem with // creating figs for loaded comments that had stereotypes. They are // saved with their dimensions INCLUDING the stereotype, but since we // pretend the stereotype is not visible, we add height the first time // we render such a comment. This is a complete fudge, and really we // ought to address how comment objects with stereotypes are saved. But // that will be hard work.",no
1497,argouml,WITHOUT_CLASSIFICATION,// place the edge on the layer and update the diagram,no
1498,argouml,WITHOUT_CLASSIFICATION,// update the priority of the critic to be the same priority as the // decision,no
1499,argouml,WITHOUT_CLASSIFICATION,/* end computeRoute */,no
1500,argouml,WITHOUT_CLASSIFICATION,"/*     * @see org.argouml.uml.diagram.ui.FigNodeModelElement#renderingChanged()     */",no
1501,argouml,WITHOUT_CLASSIFICATION,//TODO: Does this help?,no
1502,argouml,WITHOUT_CLASSIFICATION,// snooze and verify its been enabled,no
1503,argouml,WITHOUT_CLASSIFICATION,// If this is not a circle to circle edge we default to let GEF // calculate edge route.,no
1504,argouml,WITHOUT_CLASSIFICATION,// test with a class and class diagram,no
1505,argouml,WITHOUT_CLASSIFICATION,"// ? two iterations of refinement, maybe should be a for-loop",no
1506,argouml,WITHOUT_CLASSIFICATION,"/*     * Recursively place all nodes pointed to by outgoing transitions.     *      * Because of the recursive algorithm multiple outgoing transitions     * will end up very lopsided because one entire subgraph will be done     * before dealing with the other transition(s).     *      * @param seen set of nodes seen so far     * @param node the node to collect neighbors for     */",no
1507,argouml,WITHOUT_CLASSIFICATION,// Get the two ends of any valid edge,no
1508,argouml,WITHOUT_CLASSIFICATION,"/*     * @see org.argouml.uml.diagram.ui.FigNodeModelElement#clone()     */",no
1509,argouml,WITHOUT_CLASSIFICATION,// Only allow binary associations,no
1510,argouml,WITHOUT_CLASSIFICATION,"/*     * @see org.argouml.uml.diagram.ui.FigNodeModelElement#updateNameText()     */",no
1511,argouml,WITHOUT_CLASSIFICATION,/* Set the drop location in the case of D&D: */,no
1512,argouml,WITHOUT_CLASSIFICATION,"/*     * @see org.argouml.uml.diagram.ui.FigNodeModelElement#textEditStarted(org.tigris.gef.presentation.FigText)     */",no
1513,argouml,WITHOUT_CLASSIFICATION,// TODO: assumes public,no
1514,argouml,WITHOUT_CLASSIFICATION,"/*     * @see org.argouml.uml.diagram.ui.FigNodeModelElement#updateListeners(java.lang.Object)     */",no
1515,argouml,WITHOUT_CLASSIFICATION,/*(MElementImport)*/,no
1516,argouml,WITHOUT_CLASSIFICATION,"/*     * @see GUISettingsTabInterface#getTabKey()     */",no
1517,argouml,WITHOUT_CLASSIFICATION,// Modifiers ...,no
1518,argouml,WITHOUT_CLASSIFICATION,"/*     * @see java.util.Collection#remove(java.lang.Object)     */",no
1519,argouml,WITHOUT_CLASSIFICATION,/* This sets the lineWidth of all in the group: */,no
1520,argouml,WITHOUT_CLASSIFICATION,"/*     * @see org.argouml.uml.diagram.ui.UMLDiagram#relocate(java.lang.Object)     */",no
1521,argouml,WITHOUT_CLASSIFICATION,// If the line angle is less than 3 degrees then snap the line // straight,no
1522,argouml,WITHOUT_CLASSIFICATION,//TODO: AssociationRole,no
1523,argouml,WITHOUT_CLASSIFICATION,// A dependency potentially has many clients and suppliers. We only // consider the first of each (not clear that we should really // accept the case where there is more than one of either),no
1524,argouml,WITHOUT_CLASSIFICATION,// A binary association is not a node so reject.,no
1525,argouml,WITHOUT_CLASSIFICATION,"// Add the node, check that it is an actor or use case and add it to // the model namespace.",no
1526,argouml,WITHOUT_CLASSIFICATION,"/*     * @see org.argouml.uml.diagram.state.ui.FigStateVertex#makeSelection()     */",no
1527,argouml,WITHOUT_CLASSIFICATION,// Tell GEF its changed,no
1528,argouml,WITHOUT_CLASSIFICATION,"/*     * @see org.argouml.ui.TabTarget#setTarget(java.lang.Object)     */",no
1529,argouml,WITHOUT_CLASSIFICATION,// Add the element and place it in the namespace of the model,no
1530,argouml,WITHOUT_CLASSIFICATION,"/*     * @see org.argouml.uml.diagram.activity.ui.FigActionState#getNotationProviderType()     */",no
1531,argouml,WITHOUT_CLASSIFICATION,// Tell GEF,no
1532,argouml,WITHOUT_CLASSIFICATION,// TODO -> settings,no
1533,argouml,WITHOUT_CLASSIFICATION,// Everything else is OK,no
1534,argouml,WITHOUT_CLASSIFICATION,"/*     * @see javax.swing.table.TableModel#getColumnClass(int)     */",no
1535,argouml,WITHOUT_CLASSIFICATION,// Remove a node,no
1536,argouml,WITHOUT_CLASSIFICATION,"/*     * @see org.argouml.uml.diagram.layout.Layouter#getObject(int)     */",no
1537,argouml,WITHOUT_CLASSIFICATION,// Remove an edge,no
1538,argouml,WITHOUT_CLASSIFICATION,//make port invisible unless mouse enters,no
1539,argouml,WITHOUT_CLASSIFICATION,// Something was added - nothing for us to worry about,no
1540,argouml,WITHOUT_CLASSIFICATION,"/* If it is concurrent and contains concurrent regions,        the bottom region has a minimum height*/",no
1541,argouml,WITHOUT_CLASSIFICATION,// Invoke the parent constructor first,no
1542,argouml,WITHOUT_CLASSIFICATION,"/*     * This makes dragging connected edges very smooth.     *     * @see org.tigris.gef.presentation.Fig#getClosestPoint(java.awt.Point)     */",no
1543,argouml,WITHOUT_CLASSIFICATION,// Invoke the parent refresh first,no
1544,argouml,WITHOUT_CLASSIFICATION,// Give up if the assocation ends don't have a type defined,no
1545,argouml,WITHOUT_CLASSIFICATION,/* end class StylePanelFigUseCase */,no
1546,argouml,WITHOUT_CLASSIFICATION,// The vertex was dropped onto the diagram. // Get the region as the first Region in the StateMachine. // If there is no region in the StateMachine then create one.,no
1547,argouml,WITHOUT_CLASSIFICATION,// initialize any other Figs here,no
1548,argouml,WITHOUT_CLASSIFICATION,"/*     * @see java.awt.event.MouseListener#mousePressed(java.awt.event.MouseEvent)     */",no
1549,argouml,WITHOUT_CLASSIFICATION,// Only the head should be filled (not the text),no
1550,argouml,WITHOUT_CLASSIFICATION,"/*         * Notation settings are different since, we know that, at a minimum,         * the isShowPath() setting can change because with implement         * PathContainer, so we make sure that we have a private copy of the         * notation settings.         */",no
1551,argouml,WITHOUT_CLASSIFICATION,//      name updating,no
1552,argouml,WITHOUT_CLASSIFICATION,// Make all the parts match the main fig,no
1553,argouml,WITHOUT_CLASSIFICATION,"/*     * Text fig to hold the <<include>> label     */",no
1554,argouml,WITHOUT_CLASSIFICATION,"// 2. the profile configuration, holding noneditable applied profiles",no
1555,argouml,WITHOUT_CLASSIFICATION,"// The <<include>> label. // It's not a true stereotype, so don't use the stereotype support",no
1556,argouml,WITHOUT_CLASSIFICATION,/* do nothing */,no
1557,argouml,WITHOUT_CLASSIFICATION,/* TRY SOME ACTION ERRORS */,no
1558,argouml,WITHOUT_CLASSIFICATION,// A binary association is not a node so reject.,no
1559,argouml,WITHOUT_CLASSIFICATION,// add Figs to the FigNode in back-to-front order,no
1560,argouml,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no
1561,argouml,WITHOUT_CLASSIFICATION,/* Set the drop location in the case of D&D: */,no
1562,argouml,WITHOUT_CLASSIFICATION,// the text will be set later,no
1563,argouml,WITHOUT_CLASSIFICATION,/* Check if multiple items are selected: */,no
1564,argouml,WITHOUT_CLASSIFICATION,// Only show actions for associations not already on diagram,no
1565,argouml,WITHOUT_CLASSIFICATION,// Make all the parts match the main fig,no
1566,argouml,WITHOUT_CLASSIFICATION,// Only show actions for associations not already on diagram,no
1567,argouml,WITHOUT_CLASSIFICATION,"// If the element import is in the old owned, it means it must have // been removed. Make sure the associated model element is removed.",no
1568,argouml,WITHOUT_CLASSIFICATION,"// TODO: Use per-project undo manager, not global",no
1569,argouml,WITHOUT_CLASSIFICATION,// By default we don't show the attribute check box. Mark this object // as a listener for the check box.,no
1570,argouml,WITHOUT_CLASSIFICATION,// verify the name property was correctly updated,no
