Unnamed: 0,projectname,classification,Abstract,code,new_code,time,pre_label
0,jEdit-4.2,DEFECT,// Technically incorrect here - we need to wrap null values // as bsh.Primitive.NULL.  However the This.invokeMethod() // will do that much for us. // We need to generate a conditional here to test for null // and return Primitive.NULL,yes,yes,0,no
1,jEdit-4.2,DEFECT,"// looks bad with the OS X L&F, apparently...",yes,yes,0,no
2,jEdit-4.2,DEFECT,"// very subtle... if we leave this for // ensurePhysicalLineIsVisible(), an // extra line will be added to the // scroll line count.",yes,yes,0,no
3,jEdit-4.2,DEFECT,// only works for jEdit plugins,yes,yes,0,no
4,jEdit-4.2,DEFECT,// Warning: Null callstack here.  Don't think we need // a stack trace to indicate how we sourced the method.,yes,yes,0,no
5,jEdit-4.2,DEFECT,// does it matter that this doesn't set the type correctly?,yes,yes,0,no
6,jEdit-4.2,DEFECT,// Jun 9 2004 12:40 PM // waitFor() hangs on some Java // implementations.,yes,yes,1572972950,no
7,jEdit-4.2,DEFECT,// Feb 4 2000 5:30 PM // Catch Throwable here rather than Exception. // Kaffe's implementation of Runtime.exec throws java.lang.InternalError.,yes,yes,0,no
8,jEdit-4.2,DEFECT,"// looks bad with the OS X L&F, apparently...",yes,yes,0,no
9,jEdit-4.2,DEFECT,/* two plugins provide same class! */,yes,yes,0,no
10,jEdit-4.2,DEFECT,"// This really should be Long.decode, but there isn't one. As a result, // hex and octal literals ending in 'l' or 'L' don't work.",yes,yes,0,no
11,jEdit-4.2,DEFECT,//{{{ Broken class,yes,yes,0,no
12,jEdit-4.2,DEFECT,"// while its broken to have a null // symlinkPath, some older plugins // might...",yes,yes,0,no
13,jEdit-4.2,DEFECT,"// This is not good... // need a way to update eval without re-installing... // so that we can re-eval params, etc. when classloader changes // look into this",yes,yes,0,no
14,jEdit-4.2,DEFECT,// this seems to make nested readLock() calls work okay. // but I have no idea if it actually fixes things or not.,yes,yes,0,no
15,jEdit-4.2,DEFECT,"// ... but if HyperSearch results window is floating, // the workaround causes problems!",yes,yes,0,yes
16,jEdit-4.2,DEFECT,//{{{ Set the buffer's path // Caveat: won't work if save() called with a relative path. // But I don't think anyone calls it like that anyway.,yes,yes,0,no
17,jEdit-4.2,DEFECT,// TODO: move(x) shouldn't rely on calling next() x times,yes,yes,0,yes
18,jEdit-4.2,DEFECT,"// BUG: if there are multiple selections in different // contexts, the wrong comment strings will be inserted.",yes,yes,0,no
19,jEdit-4.2,DEFECT,// TODO: move(x) shouldn't rely on calling next() x times,yes,yes,0,yes
20,jEdit-4.2,DEFECT,// Feb 4 2000 5:30 PM // Catch Throwable here rather than Exception. // Kaffe's implementation of Runtime.exec throws java.lang.InternalError.,yes,yes,0,no
21,jEdit-4.2,DEFECT,// Fix for this bug: // -- Put a mode into the user dir with the same name as one //    on the system dir. // -- Reload edit modes. // -- Old mode from system dir still used for highlighting //    until jEdit restart.,yes,yes,0,no
22,jEdit-4.2,DEFECT,"// looks bad with the OS X L&F, apparently...",yes,yes,0,no
23,jEdit-4.2,DEFECT,"/* 		Apparently in some environments you can't catch the security exception		at all...  e.g. as an applet in IE  ... will probably have to work 		around 	*/",yes,yes,0,no
24,jEdit-4.2,DEFECT,"// If it exists, remove it and add it at the end (avoid memory leak)",yes,yes,0,no
25,jEdit-4.2,DEFECT,// Race condition here...,yes,yes,0,no
26,jEdit-4.2,DEFECT,"// // Use special cheats that speed up the code (currently about 50%), // but may cause problems with future maintenance and add to the // class file size (about 500 bytes). //",yes,yes,0,no
27,jEdit-4.2,DEFECT,"// If it exists, remove it and add it at the end (avoid memory leak)",yes,yes,0,no
28,jEdit-4.2,DEFECT,"/*			Original note: Jdk under Win is throwing these to			warn about lower case / upper case possible mismatch.			e.g. bsh.console bsh.Console				Update: Prior to 1.3 we were squeltching NoClassDefFoundErrors 			which was very annoying.  I cannot reproduce the original problem 			and this was never a valid solution.  If there are legacy VMs that			have problems we can include a more specific test for them here.		*/",yes,yes,0,no
29,jEdit-4.2,DEFECT,"// this shouldn't happen, but...",yes,yes,0,no
30,jEdit-4.2,DEFECT,// 18 nov 2003: calling this on a drive letter on Windows causes // drive access,yes,yes,0,no
31,jEdit-4.2,DEFECT,// 2 aug 2003: OS/2 Java has a broken getCanonicalPath(),yes,yes,0,no
32,jEdit-4.2,DEFECT,// Don't generate private or loosely typed fields // Note: loose types aren't currently parsed anyway...,yes,yes,0,no
33,jEdit-4.2,DEFECT,"// the view should not be null, but some plugins might do this",yes,yes,0,no
34,jEdit-4.2,DEFECT,"// caching is not correct and doesn't seem to help... //	enclosingNameSpace.cacheClass( name, genClass );",yes,yes,0,no
35,jEdit-4.2,DEFECT,"// dialogs fuck things up if a menu is visible, etc! //new BeanShellErrorDialog(view,e);",yes,yes,0,no
36,jEdit-4.2,DEFECT,// charAt(index-n) may be unknown on a Reader/InputStream. FIXME // Match after a newline if in multiline mode,yes,yes,0,yes
37,jEdit-4.2,DEFECT,"// If it exists, remove it and add it at the end (avoid memory leak)",yes,yes,0,no
38,jEdit-4.2,DEFECT,// Warning: Null callstack here.  Don't think we need // a stack trace to indicate how we sourced the method.,yes,yes,0,no
39,jEdit-4.2,DEFECT,// this class is not very fast...,yes,yes,0,no
40,jEdit-4.2,DEFECT,"/*	Note: this method incorrectly caches the method structure.  It needs to	be cleared when the classloader changes.*/",yes,yes,0,no
41,jEdit-4.2,DEFECT,// XXX: action bar might not be 'temp',yes,yes,1572972954,no
42,jEdit-4.2,DEFECT,// I wonder if the lack of this broke anything in the // past?,yes,yes,0,no
43,jEdit-4.2,DESIGN,"/*			Implement String += value;			According to the JLS, value may be anything.			In BeanShell, we'll disallow VOID (undefined) values.			(or should we map them to the empty string?)		*/",yes,yes,0,no
44,jEdit-4.2,DESIGN,/* this should be before dockables are initialized */,yes,yes,0,no
