Unnamed: 0,projectname,classification,Abstract,code,new_code,time,pre_label
14,apache-jmeter-2.10,DEFECT,"// TODO - fix so that this is only called once per test, instead of at every clone // Perhaps save previous filename, and only load if it has changed?",yes,yes,0,yes
15,apache-jmeter-2.10,DEFECT,// Bug in above method,yes,yes,0,no
16,apache-jmeter-2.10,DEFECT,// TODO should we call test listeners? That might hang too ... //$NON-NLS-1$ // default is true,yes,yes,0,yes
17,apache-jmeter-2.10,DEFECT,"// FIXME FACTOR WITH HTTPHC4Impl, HTTPHC3Impl // Just append all the parameter values, and use that as the post body",yes,yes,1572973162,yes
18,apache-jmeter-2.10,DEFECT,"/** * The SSLManager handles the KeyStore information for JMeter. Basically, it * handles all the logic for loading and initializing all the JSSE parameters * and selecting the alias to authenticate against if it is available. * SSLManager will try to automatically select the client certificate for you, * but if it can't make a decision, it will pop open a dialog asking you for * more information. * * TODO: does not actually prompt * */",yes,yes,0,yes
19,apache-jmeter-2.10,DEFECT,"/*     * URGENT: TODO - sort out equals and hashCode() - at present equal     * instances can/will have different hashcodes - problem is, when a proper     * hashcode is used, tests stop working, e.g. listener data disappears when     * switching views... This presumably means that instances currently     * regarded as equal, aren't really equal.     *     * @see java.lang.Object#hashCode()     */",yes,yes,0,yes
20,apache-jmeter-2.10,DEFECT,"/*         * This means that a new page will be shown before rendering is complete,         * however the correct location will be displayed.         * Attempts to use a ""page"" PropertyChangeListener to detect when the page         * has been loaded failed to work any better.          */",yes,yes,1572973181,no
21,apache-jmeter-2.10,DEFECT,"// TODO - removes the nodes from the CheckDirty map - should it be done later, in case some can't be removed?",yes,yes,0,yes
22,apache-jmeter-2.10,DESIGN,// TODO turn into parameter?,yes,yes,0,yes
23,apache-jmeter-2.10,DESIGN,// TODO: should this just call super()?,yes,yes,0,yes
24,apache-jmeter-2.10,DESIGN,// TODO improve this,yes,yes,0,yes
25,apache-jmeter-2.10,DESIGN,// TODO do contentType and/or dataEncoding belong in HTTPSampleResult instead?,yes,yes,0,yes
26,apache-jmeter-2.10,DESIGN,// TODO - needs more work ...,yes,yes,0,yes
27,apache-jmeter-2.10,DESIGN,// Maybe move to vector if MT problems occur,yes,yes,0,no
28,apache-jmeter-2.10,DESIGN,// TODO: This method doesn't appear to be used.,yes,yes,0,yes
29,apache-jmeter-2.10,DESIGN,// TODO is this really necessary?,yes,yes,0,yes
30,apache-jmeter-2.10,DESIGN,// Programming error: bail out.,yes,yes,0,no
31,apache-jmeter-2.10,DESIGN,// TODO should this throw an error?,yes,yes,0,yes
32,apache-jmeter-2.10,DESIGN,// Programming error: bail out.,yes,yes,0,no
33,apache-jmeter-2.10,DESIGN,// houston we have a problem !!,yes,yes,0,no
34,apache-jmeter-2.10,DESIGN,//TODO replace with proper Exception,yes,yes,0,yes
35,apache-jmeter-2.10,DESIGN,"// TODO - charset? // TODO this should really be request data, but there is none",yes,yes,0,yes
36,apache-jmeter-2.10,DESIGN,// in milli-seconds // TODO: properties?,yes,yes,0,yes
37,apache-jmeter-2.10,DESIGN,//TODO - move to JOrphanUtils?,yes,yes,0,yes
38,apache-jmeter-2.10,DESIGN,// N.B. Needs to implement Visualizer so that TestBeanGUI can find the correct GUI class,yes,yes,0,no
39,apache-jmeter-2.10,DESIGN,// Can be null (not sure why),yes,yes,0,no
40,apache-jmeter-2.10,DESIGN,//TODO implement other non-text types,yes,yes,0,yes
41,apache-jmeter-2.10,DESIGN,// TODO this is not populated currently,yes,yes,0,yes
42,apache-jmeter-2.10,DESIGN,// N.B. Needs to implement Visualizer so that TestBeanGUI can find the correct GUI class // TODO - remove UnsharedComponent ? Probably does not make sense for a TestBean.,yes,yes,0,yes
43,apache-jmeter-2.10,DESIGN,// $NON-NLS-1$ // TODO - use a different format here?,yes,yes,0,yes
44,apache-jmeter-2.10,DESIGN,// NOTUSED: long[] longSample = getSamples(); // load each node,yes,yes,0,no
45,apache-jmeter-2.10,DESIGN,"//This can lead to code smell, meh! Do we care",yes,yes,0,no
46,apache-jmeter-2.10,DESIGN,// TODO is this ever used?,yes,yes,0,yes
47,apache-jmeter-2.10,DESIGN,// TODO is this the best way to do this?,yes,yes,0,yes
48,apache-jmeter-2.10,DESIGN,// Programming error: bail out.,yes,yes,0,no
49,apache-jmeter-2.10,DESIGN,// Maybe move to vector if MT problems occur,yes,yes,0,no
50,apache-jmeter-2.10,DESIGN,// All keys in messages.properties are lowercase (historical reasons?),yes,yes,0,no
51,apache-jmeter-2.10,DESIGN,//NOT USED protected double[][] data = null;,yes,yes,0,no
52,apache-jmeter-2.10,DESIGN,// Programming error: bail out.,yes,yes,0,no
53,apache-jmeter-2.10,DESIGN,// Programming error: bail out.,yes,yes,0,no
54,apache-jmeter-2.10,DESIGN,//TODO do this more efficiently,yes,yes,0,yes
55,apache-jmeter-2.10,DESIGN,// TODO - should this use setFirst() ?,yes,yes,0,yes
56,apache-jmeter-2.10,DESIGN,// Programming error: bail out.,yes,yes,0,no
57,apache-jmeter-2.10,DESIGN,"/*     *     * A Dom tree panel for to display response as tree view author <a     * href=""mailto:d.maung@mdl.com"">Dave Maung</a>      * TODO implement to find any nodes in the tree using TreePath.     *     */",yes,yes,0,yes
58,apache-jmeter-2.10,DESIGN,// TODO: Does this method need to be public? It isn't currently // called outside of this class.,yes,yes,0,yes
59,apache-jmeter-2.10,DESIGN,"/*         * Does the system support UNC paths? If so, may need to fix them up         * later         */",yes,yes,0,no
60,apache-jmeter-2.10,DESIGN,// Not used,yes,yes,0,no
61,apache-jmeter-2.10,DESIGN,// TODO should this be indeterminate? // TODO should this be indeterminate? //$NON-NLS-1$ //$NON-NLS-1$,yes,yes,0,yes
62,apache-jmeter-2.10,DESIGN,// hack to skip processing,yes,yes,0,yes
63,apache-jmeter-2.10,DESIGN,// TODO should we allow null for non-primitive types?,yes,yes,0,yes
64,apache-jmeter-2.10,DESIGN,// TODO - not sure this is the best method,yes,yes,0,yes
65,apache-jmeter-2.10,DESIGN,// TODO - is this needed?,yes,yes,0,yes
66,apache-jmeter-2.10,DESIGN,// TODO - should we call start() and stop()?,yes,yes,0,yes
67,apache-jmeter-2.10,DESIGN,// Not used,yes,yes,0,no
68,apache-jmeter-2.10,DESIGN,"// TODO: I believe the following code (to the end of the method) is // obsolete, // since NamePanel no longer seems to be the GUI for any component:",yes,yes,0,yes
69,apache-jmeter-2.10,DESIGN,// Method is broken anyway,yes,yes,0,no
70,apache-jmeter-2.10,DESIGN,// TODO is this a sensible number? //$NON-NLS-1$,yes,yes,0,yes
71,apache-jmeter-2.10,DESIGN,// TODO work out how to search the XML pane,yes,yes,0,yes
72,apache-jmeter-2.10,DESIGN,// TODO is this sensible?,yes,yes,0,yes
73,apache-jmeter-2.10,DESIGN,"// Should we return fragment as text, rather than text of fragment?",yes,yes,1572973166,no
74,apache-jmeter-2.10,DESIGN,"/*         * Not clear what can cause this ? conflicting versions perhaps         */",yes,yes,0,no
75,apache-jmeter-2.10,DESIGN,//TODO replace with proper Exception // return with an error,yes,yes,0,yes
76,apache-jmeter-2.10,DESIGN,//TODO: validate contentType for reasonable types?,yes,yes,0,yes
77,apache-jmeter-2.10,DESIGN,"/*     * Mask values for TEST_TYPE TODO: remove either MATCH or CONTAINS - they     * are mutually exckusive     */",yes,yes,0,yes
78,apache-jmeter-2.10,DESIGN,// TODO ought to be a FileChooser ...,yes,yes,0,yes
79,apache-jmeter-2.10,DESIGN,// Allow JMeter to render frames (and relative images) // Must be done after setContentType [Why?],yes,yes,0,no
80,apache-jmeter-2.10,DESIGN,// TODO - is this used? (apart from test code),yes,yes,0,yes
81,apache-jmeter-2.10,DESIGN,// TODO: should this be clearData()?,yes,yes,0,yes
82,apache-jmeter-2.10,DESIGN,"/**     * Provide a description of this timer class.     *     * TODO: Is this ever used? I can't remember where. Remove if it isn't --     * TODO: or obtain text from bean's displayName or shortDescription.     *     * @return the description of this timer class.     */",yes,yes,0,yes
83,apache-jmeter-2.10,DESIGN,"/*             * Provide dummy implementations to suppress download and display of             * related resources: - FRAMEs - IMAGEs TODO create better dummy             * displays TODO suppress LINK somehow             */",yes,yes,0,yes
84,apache-jmeter-2.10,DESIGN,// TODO should this be JTLSAVER? Only seems to be called by MonitorHealthVisualzer,yes,yes,0,yes
85,apache-jmeter-2.10,DESIGN,// TODO: Make the running indicator its own class instead of a JButton,yes,yes,0,yes
86,apache-jmeter-2.10,DESIGN,"// If child of TransactionController is a ThroughputController and TPC does // not sample its children, then we will have this // TODO Should this be at warn level ?",yes,yes,0,yes
87,apache-jmeter-2.10,DESIGN,// $NON-NLS-1$ // so it agrees with above // TODO perhaps should share code with __time() function for this... // $NON-NLS-1$ $NON-NLS-2$ // $NON-NLS-1$ $NON-NLS-2$,yes,yes,1572973186,yes
88,apache-jmeter-2.10,DESIGN,// Hack to allow automated tests to find when test has ended //transient boolean testEnded = false;,yes,yes,0,yes
89,apache-jmeter-2.10,DESIGN,// TODO could these be done earlier (or just once?),yes,yes,0,yes
90,apache-jmeter-2.10,DESIGN,// Hack to resolve ModuleControllers in non GUI mode,yes,yes,0,yes
91,apache-jmeter-2.10,DESIGN,// add a system property so samplers can check to see if JMeter // is running in NonGui mode // $NON-NLS-1$ // TODO - why does it create a new instance?,yes,yes,0,yes
92,apache-jmeter-2.10,DESIGN,// Should we run a beanshell script on startup? // $NON-NLS-1$,yes,yes,1572973182,no
93,apache-jmeter-2.10,DESIGN,"/*         * A little hack - add each listener to the start of the list - this         * ensures that the thread running the show is the first listener and         * can modify certain values before other listeners are called.         */",yes,yes,0,yes
94,apache-jmeter-2.10,DESIGN,// TODO: move this to components -- the only reason why it's in core is because // it's used as a guinea pig by a couple of tests.,yes,yes,0,yes
95,apache-jmeter-2.10,DESIGN,"// TODO this bit of code needs to be tidied up // Unfortunately ModuleController is in components, not core // Bug 47165",yes,yes,0,yes
96,apache-jmeter-2.10,DESIGN,// TODO: This class looks a lot like ArgumentsPanel. What exactly is the // difference? Could they be combined? // Note: it seems that this class is not actually used ...,yes,yes,0,yes
97,apache-jmeter-2.10,DESIGN,// TODO does not appear to be used,yes,yes,0,yes
98,apache-jmeter-2.10,DESIGN,"/*         * Ensure that the sample variables are correctly initialised for each run.         * TODO is this the best way to do this? should it be done elsewhere ?         */",yes,yes,0,yes
99,apache-jmeter-2.10,DESIGN,"/*             * Add fix for Deadlocks, see:             *              * See https://issues.apache.org/bugzilla/show_bug.cgi?id=48350            */",yes,yes,0,no
100,apache-jmeter-2.10,DESIGN,// Hack to allow external control,yes,yes,0,yes
101,apache-jmeter-2.10,DESIGN,// TODO - why use space?,yes,yes,0,yes
102,apache-jmeter-2.10,DESIGN,"// TODO should this also clear isDynamic, rawParameters, permanentResults?",yes,yes,0,yes
103,apache-jmeter-2.10,DESIGN,// TODO should level be more than debug ?,yes,yes,0,yes
104,apache-jmeter-2.10,DESIGN,// TODO should level be more than debug ?,yes,yes,0,yes
105,apache-jmeter-2.10,DESIGN,"// This is effectively the same as saver.toXML(Object, Writer) except we get to provide the DataHolder // Don't know why there is no method for this in the XStream class",yes,yes,0,no
106,apache-jmeter-2.10,DESIGN,// TODO fix up for Nimbus LAF,yes,yes,0,yes
107,apache-jmeter-2.10,DESIGN,"/** * FIXME Why is searchTF not getting focus correctly after having been setVisible(false) once */",yes,yes,0,yes
108,apache-jmeter-2.10,DESIGN,// TODO does not appear to be used,yes,yes,0,yes
109,apache-jmeter-2.10,DESIGN,// MenuBar related methods // TODO: Do we really need to have all these menubar methods duplicated // here? Perhaps we can make the menu bar accessible through GuiPackage?,yes,yes,0,yes
110,apache-jmeter-2.10,DESIGN,// Hack to get full modifier value,yes,yes,1572973168,yes
111,apache-jmeter-2.10,DESIGN,// TODO: This method doesn't appear to be used.,yes,yes,0,yes
112,apache-jmeter-2.10,DESIGN,// TODO - why use space?,yes,yes,0,yes
113,apache-jmeter-2.10,DESIGN,"/*     * TODO consider removing this method, and providing method wrappers instead.     * This would allow the Gui package to do any additional clearups if required,     * as has been done with clearTestPlan()    */",yes,yes,0,yes
114,apache-jmeter-2.10,DESIGN,//Maybe do nothing at all?,yes,yes,0,no
115,apache-jmeter-2.10,DESIGN,"/*     * NOTUSED private void initButtonMap() { }     */",yes,yes,0,no
116,apache-jmeter-2.10,DESIGN,"// TODO: I believe the following code (to the end of the method) is // obsolete, // since NamePanel no longer seems to be the GUI for any component:",yes,yes,0,yes
117,apache-jmeter-2.10,DESIGN,//avoid error in ant task tests (good way?),yes,yes,0,no
118,apache-jmeter-2.10,DESIGN,// Does not appear to be used; called by MainFrame#setEditAddMenu() but that is not called,yes,yes,0,no
119,apache-jmeter-2.10,DESIGN,"/** * Aggregates sample results for use by the Statistical remote batch mode. * Samples are aggregated by the key defined by getKey(). * TODO: merge error count into parent class? */",yes,yes,0,yes
120,apache-jmeter-2.10,DESIGN,// TODO should errors be thrown back through RMI?,yes,yes,0,yes
121,apache-jmeter-2.10,DESIGN,"/*                 * JMeterTreeNode and TestBeanGUI are special GUI classes, and                 * aren't intended to be added to menus                 *                 * TODO: find a better way of checking this                 */",yes,yes,0,yes
122,apache-jmeter-2.10,DESIGN,// not used,yes,yes,0,no
123,apache-jmeter-2.10,DESIGN,// not used,yes,yes,0,no
124,apache-jmeter-2.10,DESIGN,// not used,yes,yes,0,no
125,apache-jmeter-2.10,DESIGN,// not used,yes,yes,0,no
126,apache-jmeter-2.10,DESIGN,// TODO - perhaps save other items such as headers?,yes,yes,0,yes
127,apache-jmeter-2.10,DESIGN,// TODO should class implement SampleListener?,yes,yes,0,yes
128,apache-jmeter-2.10,DESIGN,// Settings; readResolve sets these from the server/client values as appropriate // TODO would be nice to make these final; not 100% sure volatile is needed as not changed after creation,yes,yes,0,yes
129,apache-jmeter-2.10,DESIGN,// should the samples be aggregated on thread name or thread group (default) ?,yes,yes,0,no
130,apache-jmeter-2.10,DESIGN,// Make it easier to enter a tab (can use \<tab> but that is awkward),yes,yes,0,no
131,apache-jmeter-2.10,DESIGN,// not used,yes,yes,0,no
132,apache-jmeter-2.10,DESIGN,// TODO turn into method?,yes,yes,0,yes
133,apache-jmeter-2.10,DESIGN,// Does not appear to be used (yet),yes,yes,0,no
134,apache-jmeter-2.10,DESIGN,"//@GuardedBy(""sampleStore"") TODO perhaps use ConcurrentHashMap ?",yes,yes,0,yes
135,apache-jmeter-2.10,DESIGN,// should the samples be aggregated on thread name or thread group (default) ?,yes,yes,0,no
136,apache-jmeter-2.10,DESIGN,//TODO clazz is probably always the same as testclass,yes,yes,0,yes
137,apache-jmeter-2.10,DESIGN,// TODO - should this be restored?,yes,yes,0,yes
138,apache-jmeter-2.10,DESIGN,//TODO provide proper name?,yes,yes,0,yes
139,apache-jmeter-2.10,DESIGN,"// TODO: does it matter that an empty line will terminate the loop? // CSV output files should never contain empty lines, so probably // not // If so, then need to check whether the reader is at EOF",yes,yes,0,yes
140,apache-jmeter-2.10,DESIGN,"/*     * TODO - convert to work more like upgrade.properties/NameUpdater.java     *     * Special processing is carried out for the Header Class The String     * property TestElement.name is converted to Header.name for example:     * <elementProp name=""User-Agent""     * elementType=""org.apache.jmeter.protocol.http.control.Header""> <stringProp     * name=""Header.value"">Mozilla%2F4.0+%28compatible%3B+MSIE+5.5%3B+Windows+98%29</stringProp>     * <stringProp name=""TestElement.name"">User-Agent</stringProp>     * </elementProp> becomes <elementProp name=""User-Agent""     * elementType=""org.apache.jmeter.protocol.http.control.Header""> <stringProp     * name=""Header.value"">Mozilla%2F4.0+%28compatible%3B+MSIE+5.5%3B+Windows+98%29</stringProp>     * <stringProp name=""Header.name"">User-Agent</stringProp> </elementProp>     */",yes,yes,0,yes
141,apache-jmeter-2.10,DESIGN,"/*     * These must be set before reading/writing the XML. Rather a hack, but     * saves changing all the method calls to include an extra variable.     *     * AFAIK the variables should only be accessed from one thread, so no need to synchronize.     */",yes,yes,0,yes
142,apache-jmeter-2.10,DESIGN,// TODO: should this be restored?,yes,yes,0,yes
143,apache-jmeter-2.10,DESIGN,// TODO: not used - make private?,yes,yes,0,yes
144,apache-jmeter-2.10,DESIGN,// TODO appears to duplicate the threadName field in SampleResult,yes,yes,0,yes
145,apache-jmeter-2.10,DESIGN,// Yuck: TIFFImageEncoder uses Error to report runtime problems,yes,yes,0,no
146,apache-jmeter-2.10,DESIGN,"// a check, just in case:",yes,yes,0,no
147,apache-jmeter-2.10,DESIGN,// TODO is this the right thing to do?,yes,yes,0,yes
148,apache-jmeter-2.10,DESIGN,// not used,yes,yes,0,no
149,apache-jmeter-2.10,DESIGN,"// results.setResponseCode(""???""); TODO what code should be set here?",yes,yes,0,yes
150,apache-jmeter-2.10,DESIGN,// TODO should this implement supportsCustomEditor() ?,yes,yes,0,yes
151,apache-jmeter-2.10,DESIGN,"// a check, just in case:",yes,yes,0,no
152,apache-jmeter-2.10,DESIGN,"// Not used, as the <testResult> element is generated by the // ResultCollector class",yes,yes,0,no
153,apache-jmeter-2.10,DESIGN,"/**     * Check if a string is a valid JMeter 'expression'.     * <p>     * The current implementation is very basic: it just accepts any string     * containing ""${"" as a valid expression. TODO: improve, but keep returning     * true for ""${}"".     */",yes,yes,0,yes
154,apache-jmeter-2.10,DESIGN,// TODO - use or remove,yes,yes,0,yes
155,apache-jmeter-2.10,DESIGN,"// I guess this can happen as a result of a bad // file read? In this case, it would be better to replace the // incorrect value with anything valid, e.g. the default value // for the property. // But for the time being, I just prefer to be aware of any // problems occuring here, most likely programming errors, // so I'll bail out. // (MS Note) Can't bail out - newly create elements have blank // values and must get the defaults. // Also, when loading previous versions of jmeter test scripts, // some values // may not be right, and should get default values - MS // TODO: review this and possibly change to:",yes,yes,0,yes
156,apache-jmeter-2.10,DESIGN,// TODO does not work yet; need to determine the sample type,yes,yes,0,yes
157,apache-jmeter-2.10,DESIGN,// Programming error: bail out.,yes,yes,0,no
158,apache-jmeter-2.10,DESIGN,// Temporary fix to allow default protocol to be changed,yes,yes,0,no
159,apache-jmeter-2.10,DESIGN,//TODO consider using private logs for each derived class,yes,yes,0,yes
160,apache-jmeter-2.10,DESIGN,// Does not appear to be used yet,yes,yes,0,no
161,apache-jmeter-2.10,DESIGN,// Remember to change this when the class changes ...,yes,yes,0,no
162,apache-jmeter-2.10,DESIGN,// TODO temporary hack to avoid unnecessary bug reports for subclasses,yes,yes,0,yes
163,apache-jmeter-2.10,DESIGN,"// TODO - yet another ambiguous name - does it need changing? // See also: Clearable, JMeterGUIComponent",yes,yes,0,yes
164,apache-jmeter-2.10,DESIGN,// TODO Is this silent exception intended,yes,yes,0,yes
165,apache-jmeter-2.10,DESIGN,// Remember to change this when the class changes ...,yes,yes,0,no
166,apache-jmeter-2.10,DESIGN,"/*     * The following variables are set by StandardJMeterEngine.     * This is done before start() is called, so the values will be published to the thread safely     * TODO - consider passing them to the constructor, so that they can be made final     * (to avoid adding lots of parameters, perhaps have a parameter wrapper object.     */",yes,yes,0,yes
167,apache-jmeter-2.10,DESIGN,// TODO should this set the thread names for all the subsamples? // might be more efficient than fetching the name elsewehere,yes,yes,0,yes
168,apache-jmeter-2.10,DESIGN,"/*         * Setting SamplingStarted before the contollers are initialised allows         * them to access the running values of functions and variables (however         * it does not seem to help with the listeners)         */",yes,yes,0,no
169,apache-jmeter-2.10,DESIGN,// TODO: remove this useless Entry parameter,yes,yes,0,yes
170,apache-jmeter-2.10,DESIGN,// TODO fix this when there is a real implementation,yes,yes,0,yes
171,apache-jmeter-2.10,DESIGN,// TODO only clear the relevant entry - if possible...,yes,yes,0,yes
172,apache-jmeter-2.10,DESIGN,// Surely this is always null in the constructor?,yes,yes,0,no
173,apache-jmeter-2.10,DESIGN,// TODO why not use the super class value?,yes,yes,0,yes
174,apache-jmeter-2.10,DESIGN,// TODO - does not appear to be called directly,yes,yes,0,yes
175,apache-jmeter-2.10,DESIGN,"/** * Custom TrustManager ignores all certificate errors * * TODO: implement conditional checking and logging * * (Derived from AuthSSLX509TrustManager in HttpClient contrib directory) */",yes,yes,0,yes
176,apache-jmeter-2.10,DESIGN,// Maps to contain page and form encodings // TODO - do these really need to be shared between all Proxy instances?,yes,yes,0,yes
177,apache-jmeter-2.10,DESIGN,// NOTE: Source and line arguments are nonsense in a call(). //       Any way to make these arguments *sensible?,yes,yes,0,no
178,apache-jmeter-2.10,DESIGN,// Is it an exception wrapped in a JavaScriptException?,yes,yes,0,no
179,apache-jmeter-2.10,DESIGN,// TODO Why empty block ?,yes,yes,0,yes
180,apache-jmeter-2.10,DESIGN,// TODO - perhaps this should be a fatal error?,yes,yes,0,yes
181,apache-jmeter-2.10,DESIGN,// clone will produce correct type // TODO but why do we need to clone the list?,yes,yes,0,yes
182,apache-jmeter-2.10,DESIGN,// TODO only called by UserParameterXMLParser.getXMLParameters which is a deprecated class,yes,yes,0,yes
183,apache-jmeter-2.10,DESIGN,// TODO probably not needed,yes,yes,0,yes
184,apache-jmeter-2.10,DESIGN,//TODO - move to JOrphanUtils?,yes,yes,0,yes
185,apache-jmeter-2.10,DESIGN,// TODO needs to be synch? Probably not changed after threads have started // JMeter Home directory (excludes trailing separator) // JMeter bin directory (excludes trailing separator),yes,yes,0,yes
186,apache-jmeter-2.10,DESIGN,"// Hack: bsh-2.0b5.jar BshScriptEngine implements Compilable but throws ""java.lang.Error: unimplemented""",yes,yes,0,yes
187,apache-jmeter-2.10,DESIGN,// TODO only clear the relevant entry - if possible...,yes,yes,0,yes
188,apache-jmeter-2.10,DESIGN,// TODO: what is this for?,yes,yes,0,yes
189,apache-jmeter-2.10,DESIGN,// TODO should equals and hashCode depend on field other than count?,yes,yes,0,yes
190,apache-jmeter-2.10,DESIGN,// TODO is sync really needed?,yes,yes,0,yes
191,apache-jmeter-2.10,DESIGN,// TODO is this correct?,yes,yes,0,yes
192,apache-jmeter-2.10,DESIGN,"// TODO cpercent is the same as cmedian here - why? and why pass it to ""distributionLine""?",yes,yes,0,yes
193,apache-jmeter-2.10,DESIGN,// TODO should equals and hashCode depend on field other than count?,yes,yes,0,yes
194,apache-jmeter-2.10,DESIGN,// TODO: Does this method need to be public? It isn't currently // called outside of this class.,yes,yes,0,yes
195,apache-jmeter-2.10,DESIGN,"// TODO: Should the method signature of this method be changed to // match the super-implementation (using a TestElement parameter // instead of AbstractListenerElement)? This would require an // instanceof check before adding the listener (below), but would // also make the behavior a bit more obvious for sub-classes -- the // Java rules dealing with this situation aren't always intuitive, // and a subclass may think it is calling this version of the method // when it is really calling the superclass version instead.",yes,yes,0,yes
196,apache-jmeter-2.10,DESIGN,// TODO Should this method be synchronized ? all other function execute are,yes,yes,0,yes
197,apache-jmeter-2.10,DESIGN,// TODO should the engine be static?,yes,yes,0,yes
198,apache-jmeter-2.10,DESIGN,// N.B. Commons IO IOUtils has equivalent methods; these were added before IO was included // TODO - perhaps deprecate these in favour of Commons IO?,yes,yes,0,yes
199,apache-jmeter-2.10,DESIGN,// TODO should this be getMin()?,yes,yes,0,yes
200,apache-jmeter-2.10,DESIGN,"/*                 * Fix bug: -D arg1=arg2 was causing parse error; however                 * --define arg1=arg2 is OK This seems to be because the parser                 * skips the terminator for the long options, but was not doing                 * so for the short options.                 */",yes,yes,0,no
201,apache-jmeter-2.10,DESIGN,// TODO improve the error handling,yes,yes,0,yes
202,apache-jmeter-2.10,DESIGN,// TODO improve the error handling,yes,yes,0,yes
203,apache-jmeter-2.10,DESIGN,"/**     * Add logTargets to root logger     * FIXME What's the clean way to add a LogTarget afterwards ?     * @param logTargets LogTarget array     */",yes,yes,0,yes
204,apache-jmeter-2.10,DESIGN,"// hack to reduce the need to load every class in non-GUI mode, which only needs functions // TODO perhaps use BCEL to scan class files instead? // class name should contain this string // class name should not contain this string",yes,yes,0,yes
205,apache-jmeter-2.10,DESIGN,"/*             * TODO: Exact ordering is only required for some tests; change the             * comparison to do a set compare where necessary.             */",yes,yes,0,yes
206,apache-jmeter-2.10,DESIGN,"// TODO field always true, what for ?",yes,yes,0,yes
207,apache-jmeter-2.10,DESIGN,// TODO - improve this check,yes,yes,0,yes
208,apache-jmeter-2.10,DESIGN,// TODO - could this be return?,yes,yes,0,yes
209,apache-jmeter-2.10,DESIGN,"// TODO field always true, what for ?",yes,yes,0,yes
210,apache-jmeter-2.10,DESIGN,//very wrong.,yes,yes,0,no
211,apache-jmeter-2.10,DESIGN,// Remember to change this when the class changes ...,yes,yes,0,no
212,apache-jmeter-2.10,DESIGN,// TODO - should this be a failure?,yes,yes,0,yes
213,apache-jmeter-2.10,DESIGN,"/*     * Wrapper to convert a JUnit4 class into a TestCase     *     *  TODO - work out how to convert JUnit4 assertions so they are treated as failures rather than errors     */",yes,yes,0,yes
214,apache-jmeter-2.10,DESIGN,// Method is broken anyway,yes,yes,0,no
215,apache-jmeter-2.10,DESIGN,// TODO should really return most specific (i.e. longest) match.,yes,yes,0,yes
216,apache-jmeter-2.10,DESIGN,"// TODO - should this be done for embedded usage? // Note: the element is a ConfigTestElement when used standalone, so we cannot use FTPSampler access methods",yes,yes,0,yes
217,apache-jmeter-2.10,DESIGN,"// TODO: replace all this url2 mess with a proper method // ""areEquivalent(url1, url2)"" that // would also ignore case in protocol and host names, etc. -- use that // method in the CookieManager too.",yes,yes,0,yes
218,apache-jmeter-2.10,DESIGN,// TODO is this possible?,yes,yes,0,yes
219,apache-jmeter-2.10,DESIGN,"/*     * Holder for storing cache details.     * Perhaps add original response later?     */",yes,yes,0,no
220,apache-jmeter-2.10,DESIGN,// TODO not used by GUI,yes,yes,0,yes
221,apache-jmeter-2.10,DESIGN,// not currently used,yes,yes,0,no
