Document Title,Abstract,Year,PDF Link,label,code,time
,//silly hack to avoid stack overflow...,,,unknown,yes,1571864161.255604
,// XXX is this code still necessary? is there any 1.2+ port? // Pull in *.zip from packages directory,,,unknown,yes,1571864158.368172
,"//process doesn't die properly under this combination, //thus test fails.  No workaround?",,,unknown,yes,1571864153.207923
,// not very nice but will do the job,,,unknown,yes,1571864143.416343
,// XXX     should we silently catch possible exceptions and try to //         load a different implementation?,,,unknown,yes,1571864140.936405
,// XXX     should we silently catch possible exceptions and try to //         load a different implementation?,,,unknown,yes,1571864138.616521
,"// // We have to deal with assembly!!! // The programmer can be writing little 32 byte chunks for all // we know, and we must assemble complete records for writing. // REVIEW Maybe this should be in TarBuffer? Could that help to // eliminate some of the buffer copying. //",,,unknown,yes,1571864136.480521
,// not sure whether this test is needed but cost nothing to put. // hope it will be reviewed by anybody competent,,,unknown,yes,1571864128.665029
,"// XXX - why not simply new File(dir, filename)?",,,unknown,yes,1571864121.553254
,// XXX what is the following doing? //     should it run if !javadoc4 && executable != null?,,,unknown,yes,1571864119.425356
,"// """" should become a single empty argument, same for '' // PR 5906",,,unknown,yes,1571864115.377447
,// Check it out; also ugly.,,,unknown,yes,1571864092.60233
,"/*                     * shouldn't throw out deprecation warnings before we know,                     * the wrong version has been used.                     */",,,unknown,yes,1571864028.692701
,"// For NetWare, use the boolean=true mode, so we can use delimiter // information to make a better decision later.",,,unknown,yes,1571864004.405749
,//TODO: use ANTLR to parse the grammar file to do this.,,,unknown,yes,1571863994.438143
,// Windows 98/95 - need to use an auxiliary script,,,unknown,yes,1571863985.062288
,// need to delete the main class,,,unknown,yes,1571863923.537033
,"/*         * After changing CommandlineJava to search for the java         * executable, I don't know, how to tests the value returned         * here without using the same logic as applied in the class         * itself.         *         * assertTrue(""no classpath"", ""java"", s[0]);         */",,,unknown,yes,1571863905.201375
,"//as new versions of java come out, add them to this test",,,unknown,yes,1571863865.634931
,"// don't know the type, should throw exception instead?",,,unknown,yes,1571863858.803209
,// Append the fragment -- we defer property replacement until // later just in case we get a partial property in a fragment.,,,unknown,yes,1571863851.851464
,"// The clean way would be to throw an exception. //throw new IOException(""crc error"");",,,unknown,yes,1571863842.195829
,// we need to add this jar to the list for this class.,,,unknown,yes,1571863834.964091
,"//TODO Test on other versions of weblogic //TODO add more attributes to the task, to take care of all jspc options //TODO Test on Unix",,,unknown,yes,1571863810.253156
,// *************  copied from ConcatTest  *************,,,unknown,yes,0
,// report error if something weird happens...this is diagnostic.,,,unknown,yes,0
,// don't call super.close() because that reader is used // on other places ...,,,unknown,yes,0
,// For Script example that modifies id'ed tasks in other // targets to work. *very* Ugly // The reference is replaced by RuntimeConfigurable,,,unknown,yes,0
,// This is the old way and is deprecated - classespath is // the right way to do this and is above,,,unknown,yes,0
,// we have to find a cleaner way to put this output,,,unknown,yes,0
,// XXX is the following really necessary? it is in the same thread group...,,,unknown,yes,0
,"/* If the jarfile already exists then whack it and recreate it.             * Should probably think of a more elegant way to handle this             * so that in case of errors we don't leave people worse off             * than when we started =)             */",,,unknown,yes,0
,//stolen from writeManifest,,,unknown,yes,0
,"//XXX // All this to get package according to weblogic standards // Can be written better... this is too hacky! // Careful.. similar code in scanDir , but slightly different!!",,,unknown,yes,0
,//TODO: Parameterise ?? //Call compiler as class... dont want to fork again //Use classic compiler -- can be parameterised?,,,unknown,yes,0
,// This is ugly; checking for the root folder.,,,unknown,yes,0
,"// We just set the prefix for this fileset, and pass it up. // Do we need to do this? LH",,,unknown,yes,0
,"// not sure whether this is clean, but this method is // declared not to throw exceptions.",,,unknown,yes,0
,"// We keep this, so we have something to delete in later tests :-)",,,unknown,yes,0
,"// ***HACK*** We ask the VM to create an instance // by voluntarily providing illegal arguments to force // the VM to run the class' static initializer, while // at the same time not running a valid constructor.",,,unknown,yes,0
,// XXX what is this for?,,,unknown,yes,0
,// super.validateAttributes(); // don't want to call this method,,,unknown,yes,0
,"// not used, but public so theoretically must remain for BC?",,,unknown,yes,0
,// provide public visibility,,,unknown,yes,0
,"// Should move to a separate public class - and have API to add // listeners, etc.",,,unknown,yes,0
,"/**     * This array really shouldn't be here.     * Again, for historical purposes it is.     *     * <p>FIXME: This array should be in a private or package private     * location, since it could be modified by malicious code.</p>     */",,,unknown,yes,0
,// HAMMER // end inline mainGTU,,,unknown,yes,0
,"// since Java 1.4 //return normalizedPath.split(""/""); // workaround for Java 1.2-1.3",,,unknown,yes,0
,// XXX - should throw an exception instead?,,,unknown,yes,0
,// XXX - should throw an exception instead?,,,unknown,yes,0
,// XXX - should throw an exception instead?,,,unknown,yes,0
,// first: developer could use a little help,,,unknown,yes,0
,"// XXX Unfortunately JDK1.2 adds entrySet(), keySet(), values() - // implementing this requires a small hack, we can add it later.",,,unknown,yes,0
,// sorry - otherwise we will get a ClassCastException because the MockCache // is loaded by two different classloader ...,,,unknown,yes,0
,"// Singleton for now, it may change ( per/classloader )",,,unknown,yes,0
,"/** * TestCases for {@link XSLTProcess} task. * XXX merge with {@link XsltTest}? * @version 2003-08-05 */",,,unknown,yes,0
