Document Title,Abstract,Year,PDF Link,label,code,time
,"/*		Notes: See notes on findMostSpecificMethod.		This method should be rolled into findMostSpecificMethod.	*/",,,unknown,yes,1572972973
,// drag and drop support // I'd just move the code to // JEditTextArea but it // depends on JDK 1.4 APIs,,,unknown,yes,1572972969
,"/*		I wish protected access were limited to children and not also 		package scope... I want this to be a singleton implemented by various		children.  	*/",,,unknown,yes,1572972964
,// XXX: action bar might not be 'temp',,,unknown,yes,1572972954
,// Move me to classpath/ClassManagerImpl???,,,unknown,yes,1572972952
,// Jun 9 2004 12:40 PM // waitFor() hangs on some Java // implementations.,,,unknown,yes,1572972950
,// Split the methods into constructors and regular method lists,,,unknown,yes,1572972943
,"// On Unix, set permissions of port file to rw-------, // so that on broken Unices which give everyone read // access to user home dirs, people can't see your // port file (and hence send arbitriary BeanShell code // your way. Nasty.)",,,unknown,yes,1572972937
,// work around for broken FTP plugin!,,,unknown,yes,1572972917
,// Why both of these?,,,unknown,yes,1572972915
,"/*		If we want to support multiple commands in the command path we need to		change this to not throw the exception.	*/",,,unknown,yes,1572621989
,// work through to class 'this',,,unknown,yes,1572621981
,// Not found -- we'll have to add it.,,,unknown,yes,1572621923
,// Note: if we want methods declared inside blocks to be accessible via // this.methodname() inside the block we could handle it here as a // special case.  See also resolveThisFieldReference() special handling // for BlockNameSpace case.  They currently work via the direct name // e.g. methodName().,,,unknown,yes,1572621912
,// don't do this in static{} since we need jEdit.initMisc() // run first so we have the jeditresource: protocol,,,unknown,yes,1572621883
,"// I guess ideally all browsers // should have views, but since they // don't, we just use the active view // in that case, since some actions // depend on a view being there and // I don't want to add checks to // them all",,,unknown,yes,1572621874
,// Note: in this case parent must have a class manager.,,,unknown,yes,1572621856
,// should probably error,,,unknown,yes,0
,"/* workaround for hang if match was					 * zero-width. not sure if there is					 * a better way to handle this */",,,unknown,yes,0
,"/* this is stupid and misleading.				 * but 'path' is not used anywhere except				 * the above line, and if this is done				 * after the 'continue', then we will				 * either hang, or be forced to duplicate				 * it inside the buffer == null, or add				 * a 'finally' clause. you decide which one's				 * worse. */",,,unknown,yes,0
,"/* This doesn't look pretty and mode line should			 * probably be split up into seperate			 * components/strings			 */",,,unknown,yes,0
,// this listener priority thing is a bad hack...,,,unknown,yes,0
,// Windows JDK workaround,,,unknown,yes,0
,// this will probably not get used // Object type,,,unknown,yes,0
,// Optimization - If classOfStaticMethod is set then we have already  // been here and determined that this is a static method invocation. // Note: maybe factor this out with path below... clean up.,,,unknown,yes,0
,"// some regexps (eg ^ by itself) have a length == 0, so we // implement this hack. if you don't understand what's going on // here, then go back to watching MTV",,,unknown,yes,0
