Document Title,Abstract,Year,PDF Link,label,code,time
,"// TBD should this be varbinary($1)? //		registerColumnType(Types.VARBINARY,     ""binary($1)"");",,,unknown,yes,1572973051
,// we do not know either type //BLIND GUESS!,,,unknown,yes,1572973049
,"// null or brand new collection // this will also (inefficiently) handle arrays, which have // no snapshot, so we can't do any better",,,unknown,yes,1572973045
,"// Put a placeholder in entries, so we don't recurse back and try to save() the // same object again. QUESTION: should this be done before onSave() is called? // likewise, should it be done before onUpdate()?",,,unknown,yes,1572973039
,"// ignore it; the incoming property could not be found so we // cannot be sure what to do here.  At the very least, the // safest is to simply not apply any dereference toggling...",,,unknown,yes,1572973034
,// we may be screwed here since the collection action is about to execute // and we do not know the final owner key value,,,unknown,yes,1572973029
,"//FIXME we don't have the associated entity table name here, has to be done in a second pass",,,unknown,yes,1572973025
,// we could move this inside if we wanted to // tolerate collection initializations during // collection dirty checking:,,,unknown,yes,1572973024
,// starts with an alias (old style) // semi-bad thing about this: can't re-alias another alias.....,,,unknown,yes,1572973016
,// would be better to use the element-type to determine // whether the old and the new are equal here; the problem being // we do not necessarily have access to the element type in all // cases,,,unknown,yes,1572973012
,// it might still need to apply a collection ordering based on a // many-to-many defined order-by...,,,unknown,yes,1572368585
,// A shallow query is ok (although technically there should be no fetching here...),,,unknown,yes,1572368545
,// we will need to create new entries,,,unknown,yes,1572368493
,// we will need to remove ye olde entries,,,unknown,yes,1572368475
,// todo : for 4.0 //	private static final Logger log = LoggerFactory.getLogger( SQLStatementLogger.class ); // this is the legacy logging 'category'...,,,unknown,yes,1572364414
,"// dirty check against the database snapshot, if possible/necessary",,,unknown,yes,1572364343
,// we need to wrtap the param in a cast(),,,unknown,yes,1572364326
,//need to hydrate it.,,,unknown,yes,1572364323
,// would need an IdentitySet for this!,,,unknown,yes,1572364320
,//implicit polymorphism not supported (would need a union),,,unknown,yes,1572364285
,"// This just handles a particular case of component // projection, perhaps get rid of it and throw an exception",,,unknown,yes,1572364263
,"// Actually the semantics of the next three are really ""Bag"" // Note that, unlike objects, collection insertions, updates, // deletions are not really remembered between flushes. We // just re-use the same Lists for convenience.",,,unknown,yes,1572364237
