Unnamed: 0,projectname,classification,Abstract,code,new_code,time,pre_label
0,jruby-1.4.0,DEFECT,"// TODO: we loose encoding information here, fix it",yes,yes,0,yes
1,jruby-1.4.0,DEFECT,"/* TODO: We should use implicit nil for body, but problem (punt til later)*/",yes,yes,0,yes
2,jruby-1.4.0,DEFECT,// TODO: Numeric.new works in Ruby and it does here too.  However trying to use //   that instance in a numeric operation should generate an ArgumentError. Doing //   this seems so pathological I do not see the need to fix this now.,yes,yes,0,yes
3,jruby-1.4.0,DEFECT,"// TODO: Adding implicit nils caused multiple problems in compiler -- revist after landing //assert bodyNode != null : ""bodyNode is not null"";",yes,yes,0,yes
4,jruby-1.4.0,DEFECT,// TODO: take BigDecimal.mode into account.,yes,yes,0,yes
5,jruby-1.4.0,DEFECT,// TODO: full-precision remainder is 1000x slower than MRI!,yes,yes,0,yes
6,jruby-1.4.0,DEFECT,// FIXME: for some reason this dispatcher causes a VerifyError... //classClass.dispatcher = callbackFactory.createDispatcher(classClass);,yes,yes,0,yes
7,jruby-1.4.0,DEFECT,"// FIXME: I doubt any of the constants referenced in this method // are ever redefined -- should compare to the known values, rather // than do an expensive constant lookup.",yes,yes,0,yes
8,jruby-1.4.0,DEFECT,"// TODO: Rewriter and compiler assume case when empty expression.  In MRI this is just // a when. //        assert caseNode != null : ""caseNode is not null"";",yes,yes,0,yes
9,jruby-1.4.0,DEFECT,// TODO: don't require pop,yes,yes,0,yes
10,jruby-1.4.0,DEFECT,"// XXX Wrong, but will have to do for now",yes,yes,0,no
11,jruby-1.4.0,DEFECT,// TODO: don't require pop,yes,yes,0,yes
12,jruby-1.4.0,DEFECT,"/* TODO: We should use implicit nil for body, but problem (punt til later)*/",yes,yes,0,yes
13,jruby-1.4.0,DEFECT,// TODO: don't require pop,yes,yes,0,yes
14,jruby-1.4.0,DEFECT,"/**     * Get value from current scope or one of its captured scopes.     *      * FIXME: block variables are not getting primed to nil so we need to null check those     *  until we prime them properly.  Also add assert back in.     *      * @param offset zero-indexed value that represents where variable lives     * @param depth how many captured scopes down this variable should be set     * @return the value here     */",yes,yes,0,yes
15,jruby-1.4.0,DEFECT,// TODO: don't require pop,yes,yes,0,yes
16,jruby-1.4.0,DEFECT,// IMPORTANT: Receive the block argument before the opt and splat args // This is so that the *arg can be encoded as 'rest of the array'.  This // won't work if the block argument hasn't been received yet!,yes,yes,0,no
17,jruby-1.4.0,DEFECT,// TODO: don't require pop,yes,yes,0,yes
18,jruby-1.4.0,DEFECT,// FIXME: I got a bunch of NPEs when I didn't check for nulls here...HOW?!,yes,yes,0,yes
19,jruby-1.4.0,DEFECT,// TODO: don't require pop,yes,yes,0,yes
20,jruby-1.4.0,DEFECT,// SSS FIXME: // // There are also differences in variable scoping between 1.8 and 1.9  // Ruby 1.8 is the buggy semantics if I understand correctly. // // The semantics of how this shadows other variables outside the block needs // to be figured out during live var analysis.,yes,yes,0,yes
21,jruby-1.4.0,DEFECT,// TODO: don't require pop,yes,yes,0,yes
22,jruby-1.4.0,DEFECT,// TODO: don't require pop,yes,yes,0,yes
23,jruby-1.4.0,DEFECT,"// This was a getOpt with one mandatory arg, but it did not work // so I am parsing it for now.",yes,yes,0,no
24,jruby-1.4.0,DEFECT,"// This is the result of a bug that left off all trailing arguments. E.g.: //   system ""ls"", ""-1"", ""dir"" // would be seen as //   system ""ls""",yes,yes,1572623761,no
25,jruby-1.4.0,DEFECT,// FIXME: Broken but behaving,yes,yes,0,yes
26,jruby-1.4.0,DEFECT,"// TODO: We overflow on large files...We could increase to long to limit // this, but then the impl gets more involved since java io APIs based on // int (means we have to chunk up a long into a series of int ops).",yes,yes,0,yes
27,jruby-1.4.0,DEFECT,// TODO: don't require pop,yes,yes,0,yes
28,jruby-1.4.0,DEFECT,// If we outgrow our pushback stack then grow it (this should only happen in pretty  // pathological cases).,yes,yes,1572623777,no
29,jruby-1.4.0,DEFECT,// TODO: don't require pop,yes,yes,0,yes
30,jruby-1.4.0,DEFECT,"// FIXME: Arg may also be true, false, and nil and still be valid.  Strangely enough,  // protocol conversion is not happening in Ruby on this arg?",yes,yes,0,yes
31,jruby-1.4.0,DEFECT,// TODO: proper sign,yes,yes,0,yes
32,jruby-1.4.0,DEFECT,"/**     * Get value from current scope or one of its captured scopes.     *      * FIXME: block variables are not getting primed to nil so we need to null check those     *  until we prime them properly.  Also add assert back in.     *      * @param offset zero-indexed value that represents where variable lives     * @param depth how many captured scopes down this variable should be set     * @return the value here     */",yes,yes,0,yes
33,jruby-1.4.0,DEFECT,// TODO: don't require pop,yes,yes,0,yes
34,jruby-1.4.0,DEFECT,"// TODO: In MRI 1.9, an explicit check for negative length is // added here. IndexError is raised when length is negative. // See [ruby-core:12953] for more details. // // New note: This is actually under re-evaluation, // see [ruby-core:17483].",yes,yes,0,yes
35,jruby-1.4.0,DEFECT,// TODO: don't require pop,yes,yes,0,yes
36,jruby-1.4.0,DEFECT,// ENEBO: Very wrong,yes,yes,0,no
37,jruby-1.4.0,DEFECT,// TODO: don't require pop,yes,yes,0,yes
38,jruby-1.4.0,DEFECT,"// FIXME: if we terminate immediately, this appears to break while in method arguments // we need to push a nil for the cases where we will never enter the body",yes,yes,0,yes
39,jruby-1.4.0,DEFECT,"// FIXME: if we terminate immediately, this appears to break while in method arguments // we need to push a nil for the cases where we will never enter the body",yes,yes,0,yes
40,jruby-1.4.0,DEFECT,// The following constants capture pre-known static call sites -- JRuby implementations of methods of ruby classes // SSS FIXME: Note that compiler/impl/BaseBodyCompiler is using op_match2 for match() and and op_match for match2 ... Is this a bug there?,yes,yes,0,yes
41,jruby-1.4.0,DEFECT,// TODO: don't require pop,yes,yes,0,yes
42,jruby-1.4.0,DEFECT,"// SSS FIXME: This doesn't preserve original order of when clauses.  We could consider // preserving the order (or maybe not, since we would have to sort the constants first // in any case) for outputing jump tables in certain situations. // // add body to map for emitting later",yes,yes,0,yes
43,jruby-1.4.0,DEFECT,// TODO: don't require pop,yes,yes,0,yes
44,jruby-1.4.0,DEFECT,"// SSS FIXME: Why is the for node being built using closures and not as a ""regular"" loop with branches? // // This has implications on inlining, implementations of closures, next, break, etc. // When ""each"" and the block it consumes are inlined together in the caller, the ""loop"" // from the each should become a normal loop without any closures.  But, in this implementation // of for, we replace one closure with another! //",yes,yes,0,yes
45,jruby-1.4.0,DEFECT,// TODO: don't require pop,yes,yes,0,yes
46,jruby-1.4.0,DEFECT,// synchronized method per JRUBY-1173 (unsafe Double-Checked Locking) // FIXME: synchronization is still wrong in CP code,yes,yes,0,yes
47,jruby-1.4.0,DEFECT,// TODO: don't require pop,yes,yes,0,yes
48,jruby-1.4.0,DEFECT,"// vulture thread will periodically expunge dead // entries.  entries are also expunged during 'put' // operations; this is designed to cover the case where // many objects are created initially, followed by limited // put activity. // // FIXME: DISABLED (below) pending resolution of finalization issue //",yes,yes,0,yes
