Unnamed: 0,projectname,classification,Abstract,code,new_code,time,pre_label
0,jfreechart-1.0.19,DEFECT,// result = this.workingCalendar.getTimeInMillis(); // preceding code won't work with JDK 1.3,yes,yes,0,no
1,jfreechart-1.0.19,DEFECT,// TODO: Check this result...,yes,yes,0,yes
2,jfreechart-1.0.19,DEFECT,// TODO: Check this result...,yes,yes,0,yes
3,jfreechart-1.0.19,DEFECT,//return cal.getTimeInMillis(); // preceding code won't work with JDK 1.3,yes,yes,0,no
4,jfreechart-1.0.19,DEFECT,// TODO: we didn't check the height yet,yes,yes,0,yes
5,jfreechart-1.0.19,DEFECT,"// FIXME: we've cloned the chart, but the dataset(s) aren't cloned // and we should do that",yes,yes,0,yes
6,jfreechart-1.0.19,DEFECT,// todo: not serialized yet,yes,yes,0,yes
7,jfreechart-1.0.19,DEFECT,// FIRST_MONDAY_AFTER_1900 = cal.getTime().getTime(); // preceding code won't work with JDK 1.3,yes,yes,0,no
8,jfreechart-1.0.19,DEFECT,// TODO: we didn't check the height yet,yes,yes,0,yes
9,jfreechart-1.0.19,DESIGN,// this may be negative,yes,yes,1572622239,no
10,jfreechart-1.0.19,DESIGN,// TODO: to be implemented,yes,yes,0,yes
11,jfreechart-1.0.19,DESIGN,// TODO:  the subplot areas needs to be moved out of the plot into the plot //        state,yes,yes,0,yes
12,jfreechart-1.0.19,DESIGN,//TODO: shift block down to bottom,yes,yes,0,yes
13,jfreechart-1.0.19,DESIGN,"// TODO: it might be a good idea to keep a reference to the color // specified in setPaint() or setColor(), rather than creating a // new object every time getPaint() is called.",yes,yes,0,yes
14,jfreechart-1.0.19,DESIGN,// TODO: for now we are ignoring the height constraint,yes,yes,0,yes
15,jfreechart-1.0.19,DESIGN,// first determine the size of the chart rendering area... // TODO workout insets for SWT,yes,yes,0,yes
16,jfreechart-1.0.19,DESIGN,// TODO: implement properly,yes,yes,0,yes
17,jfreechart-1.0.19,DESIGN,// TODO: this must be wrong...,yes,yes,0,yes
18,jfreechart-1.0.19,DESIGN,// TODO: we didn't check the width yet,yes,yes,0,yes
19,jfreechart-1.0.19,DESIGN,// hack to ensure the newly created awt fonts will be rendered with the // same height as the swt one,yes,yes,0,yes
20,jfreechart-1.0.19,DESIGN,//TODO: shift block right by half,yes,yes,0,yes
21,jfreechart-1.0.19,DESIGN,// FIXME: need a locale as well as a timezone,yes,yes,0,yes
22,jfreechart-1.0.19,DESIGN,//TODO: shift block over to right,yes,yes,0,yes
23,jfreechart-1.0.19,DESIGN,// do we need to update the crosshair values?,yes,yes,0,no
24,jfreechart-1.0.19,DESIGN,// TODO find a better localization key,yes,yes,0,yes
25,jfreechart-1.0.19,DESIGN,// TODO:  this attribute should be transferred to the renderer state.,yes,yes,0,yes
26,jfreechart-1.0.19,DESIGN,"// FIXME: implement this, low priority",yes,yes,0,yes
27,jfreechart-1.0.19,DESIGN,// FIXME: the XYItemRenderer interface doesn't specify the // getAnnotations() method but it should,yes,yes,0,yes
28,jfreechart-1.0.19,DESIGN,// defer argument checking...,yes,yes,0,no
29,jfreechart-1.0.19,DESIGN,"// calculate the adjusted data area taking into account the 3D effect... // this assumes that there is a 3D renderer, all this 3D effect is a // bit of an ugly hack...",yes,yes,0,yes
30,jfreechart-1.0.19,DESIGN,// TODO:  add constructors for combinations of number and date formatters.,yes,yes,0,yes
31,jfreechart-1.0.19,DESIGN,// defer argument checking...,yes,yes,0,no
32,jfreechart-1.0.19,DESIGN,// TODO: move to plot state,yes,yes,0,yes
33,jfreechart-1.0.19,DESIGN,// here we tweak the notify flag on the plot so that only // one notification happens even though we update multiple // axes...,yes,yes,0,no
34,jfreechart-1.0.19,DESIGN,// defer argument checking,yes,yes,0,no
35,jfreechart-1.0.19,DESIGN,//FIXME we should really assert a value here,yes,yes,0,yes
36,jfreechart-1.0.19,DESIGN,"// TO DO:  these annotations only work with XYPlot, see if it is possible to // make ContourPlot a subclass of XYPlot (DG);",yes,yes,0,no
37,jfreechart-1.0.19,DESIGN,//FIXME we should really assert a value,yes,yes,0,yes
38,jfreechart-1.0.19,DESIGN,// do we need to update the crosshair values?,yes,yes,0,no
39,jfreechart-1.0.19,DESIGN,"// not strictly necessary, since the // renderer set for the // parent plot is not used",yes,yes,1572622255,no
40,jfreechart-1.0.19,DESIGN,// do we need to update the crosshair values?,yes,yes,0,no
41,jfreechart-1.0.19,DESIGN,// TODO : complete this,yes,yes,0,yes
42,jfreechart-1.0.19,DESIGN,// TODO: to be implemented,yes,yes,0,yes
43,jfreechart-1.0.19,DESIGN,// defer argument checking...,yes,yes,0,no
44,jfreechart-1.0.19,DESIGN,// TODO: to be implemented,yes,yes,0,yes
45,jfreechart-1.0.19,DESIGN,// defer argument checking,yes,yes,0,no
46,jfreechart-1.0.19,DESIGN,// TODO: to be implemented,yes,yes,0,yes
47,jfreechart-1.0.19,DESIGN,// do we need to update the crosshair values?,yes,yes,0,no
48,jfreechart-1.0.19,DESIGN,// TODO: fix output when this flag is set to true,yes,yes,0,yes
49,jfreechart-1.0.19,DESIGN,// TODO: for now we are ignoring the height constraint,yes,yes,0,yes
50,jfreechart-1.0.19,DESIGN,// TODO:  move the above to the plot state,yes,yes,0,yes
51,jfreechart-1.0.19,DESIGN,// defer argument checking...,yes,yes,0,no
52,jfreechart-1.0.19,DESIGN,// FIXME:  this code means that it is not possible to use more than // one domain axis for the combined plots...,yes,yes,0,yes
53,jfreechart-1.0.19,DESIGN,// here we tweak the notify flag on the plot so that only // one notification happens even though we update multiple // axes...,yes,yes,0,no
54,jfreechart-1.0.19,DESIGN,"// not strictly necessary, since the // renderer set for the // parent plot is not used",yes,yes,1572622255,no
55,jfreechart-1.0.19,DESIGN,// here we tweak the notify flag on the plot so that only // one notification happens even though we update multiple // axes...,yes,yes,0,no
56,jfreechart-1.0.19,DESIGN,// end of workaround,yes,yes,0,yes
57,jfreechart-1.0.19,DESIGN,// defer argument checking...,yes,yes,0,no
58,jfreechart-1.0.19,DESIGN,"// TODO: could change this to itemFillPaint().  For backwards // compatibility, it might require a useFillPaint flag.",yes,yes,0,yes
59,jfreechart-1.0.19,DESIGN,// a redraw should NOT trigger another change event,yes,yes,0,no
60,jfreechart-1.0.19,DESIGN,// unused in parent,yes,yes,0,no
61,jfreechart-1.0.19,DESIGN,// TODO:  this attribute should be transferred to the renderer state.,yes,yes,0,yes
62,jfreechart-1.0.19,DESIGN,// defer argument checking...,yes,yes,0,no
63,jfreechart-1.0.19,DESIGN,"// TODO: In JFreeChart 1.2.0, put this method in the // CategoryItemRenderer interface",yes,yes,0,yes
64,jfreechart-1.0.19,DESIGN,// TODO: rotate the image when drawn with horizontal orientation?,yes,yes,0,yes
65,jfreechart-1.0.19,DESIGN,// defer argument checking...,yes,yes,0,no
66,jfreechart-1.0.19,DESIGN,// defer argument checking,yes,yes,0,no
67,jfreechart-1.0.19,DESIGN,// defer argument checking...,yes,yes,0,no
68,jfreechart-1.0.19,DESIGN,// defer argument checking,yes,yes,0,no
69,jfreechart-1.0.19,DESIGN,// TODO: implement this properly,yes,yes,0,yes
70,jfreechart-1.0.19,DESIGN,// FIXME: this should generate a series change event,yes,yes,0,yes
71,jfreechart-1.0.19,DESIGN,// defer argument checking...,yes,yes,0,no
72,jfreechart-1.0.19,DESIGN,// defer argument checking,yes,yes,0,no
73,jfreechart-1.0.19,DESIGN,// defer argument checking...,yes,yes,0,no
74,jfreechart-1.0.19,DESIGN,// defer argument checking,yes,yes,0,no
75,jfreechart-1.0.19,DESIGN,//FIXME we should really assert a value here,yes,yes,0,yes
76,jfreechart-1.0.19,DESIGN,// defer argument checking,yes,yes,0,no
77,jfreechart-1.0.19,DESIGN,// a redraw should NOT trigger another change event,yes,yes,0,no
78,jfreechart-1.0.19,DESIGN,// CREATE ENTITIES // FIXME:  these methods should be defined,yes,yes,0,yes
79,jfreechart-1.0.19,DESIGN,// a redraw should NOT trigger another change event,yes,yes,0,no
80,jfreechart-1.0.19,DESIGN,// defer argument checking...,yes,yes,0,no
81,jfreechart-1.0.19,DESIGN,"// FIXME: the renderer interface doesn't have the drawDomainLine() // method, so we have to rely on the renderer being a subclass of // AbstractXYItemRenderer (which is lame)",yes,yes,0,yes
82,jfreechart-1.0.19,DESIGN,// defer argument checking...,yes,yes,0,no
83,jfreechart-1.0.19,DESIGN,// FIXME: this attribute is not used - deprecate?,yes,yes,0,yes
84,jfreechart-1.0.19,DESIGN,"// TODO: by coding the event with some information about what changed // in the dataset, we could make the recalculation of the interval // more efficient in some cases (for instance, if the change is // just an update to a y-value, then the x-interval doesn't need // updating)...",yes,yes,0,yes
85,jfreechart-1.0.19,DESIGN,// here we tweak the notify flag on the plot so that only // one notification happens even though we update multiple // axes...,yes,yes,0,no
86,jfreechart-1.0.19,DESIGN,// defer argument checking...,yes,yes,0,no
87,jfreechart-1.0.19,DESIGN,// the method we want isn't in the CategoryItemRenderer // interface...,yes,yes,0,no
88,jfreechart-1.0.19,DESIGN,// defer argument checking,yes,yes,0,no
89,jfreechart-1.0.19,DESIGN,// defer argument checking...,yes,yes,0,no
90,jfreechart-1.0.19,DESIGN,// FIXME: what if value is null on next line?,yes,yes,1572622234,yes
91,jfreechart-1.0.19,DESIGN,// TODO:  this needs to move into the renderer state,yes,yes,0,yes
92,jfreechart-1.0.19,DESIGN,//TODO: implement this method properly,yes,yes,0,yes
93,jfreechart-1.0.19,DESIGN,// hack to ensure the newly created swt fonts will be rendered with the // same height as the awt one,yes,yes,0,yes
94,jfreechart-1.0.19,DESIGN,// unused in parent,yes,yes,0,no
95,jfreechart-1.0.19,DESIGN,// defer argument checking...,yes,yes,0,no
96,jfreechart-1.0.19,DESIGN,"// unused but must return something, so while we are at it...",yes,yes,0,no
97,jfreechart-1.0.19,DESIGN,// a redraw should NOT trigger another change event,yes,yes,0,no
98,jfreechart-1.0.19,DESIGN,// FIXME: perhaps we should clone the data list,yes,yes,0,yes
99,jfreechart-1.0.19,DESIGN,// here we tweak the notify flag on the plot so that only // one notification happens even though we update multiple // axes...,yes,yes,0,no
100,jfreechart-1.0.19,DESIGN,// defer argument checking,yes,yes,0,no
101,jfreechart-1.0.19,DESIGN,// defer argument checking...,yes,yes,0,no
102,jfreechart-1.0.19,DESIGN,"// if we are rendering the values as percentages, we need to calculate // the total for the current item.  Unfortunately here we end up // repeating the calculation more times than is strictly necessary - // hopefully I'll come back to this and find a way to add the // total(s) to the renderer state.  The other problem is we implicitly // assume the dataset has no negative values...perhaps that can be // fixed too.",yes,yes,0,no
103,jfreechart-1.0.19,DESIGN,// defer argument checking...,yes,yes,0,no
104,jfreechart-1.0.19,DESIGN,// Note: It would be nice to pre-calculate this per series,yes,yes,0,no
105,jfreechart-1.0.19,DESIGN,"// we assume that all other Paint instances implement equals() and // hashCode()...of course that might not be true, but what can we // do about it?",yes,yes,0,no
106,jfreechart-1.0.19,DESIGN,// FIXME: use other fields too,yes,yes,0,yes
107,jfreechart-1.0.19,DESIGN,// defer argument checking...,yes,yes,0,no
108,jfreechart-1.0.19,DESIGN,"// all attributes are immutable, so we can just return the super.clone() // FIXME: in fact, the generator itself is immutable, so cloning is // not necessary",yes,yes,0,yes
109,jfreechart-1.0.19,DESIGN,//FIXME we should really assert a value here,yes,yes,0,yes
110,jfreechart-1.0.19,DESIGN,"// here's a quirk - the API has been defined in terms of a plain // TimePeriod, which cannot make use of the timezone and locale // specified in the constructor...so we only do the time zone // pegging if the period is an instanceof RegularTimePeriod",yes,yes,0,no
111,jfreechart-1.0.19,DESIGN,"// now handle specific plot types (and yes, I know this is some // really ugly code that has to be manually updated any time a new // plot type is added - I should have written something much cooler, // but I didn't and neither did anyone else).",yes,yes,0,no
112,jfreechart-1.0.19,DESIGN,// TODO: URLEncode?,yes,yes,0,yes
113,jfreechart-1.0.19,DESIGN,// CREATE ENTITIES // FIXME:  these methods should be defined,yes,yes,0,yes
114,jfreechart-1.0.19,DESIGN,// TODO Revert to SVN revision 2469 in JFreeChart 1.0.16 //      (MultipleGradientPaint's / JDK issues) // TODO THEN: change visibility of ALL darker(...) Methods EXCEPT //      darker(Paint) to private!,yes,yes,0,yes
115,jfreechart-1.0.19,DESIGN,//TODO replace getSize by getBounds ?,yes,yes,0,yes
116,jfreechart-1.0.19,DESIGN,// TODO: check threshold,yes,yes,0,yes
117,jfreechart-1.0.19,DESIGN,"// FIXME: add setBaseItemURLGenerator(CategoryURLGenerator, boolean) ?",yes,yes,1572622235,yes
118,jfreechart-1.0.19,DESIGN,// unused in parent,yes,yes,0,no
119,jfreechart-1.0.19,DESIGN,"// FIXME: add setSeriesItemURLGenerator(int, CategoryURLGenerator, boolean)?",yes,yes,1572622257,yes
120,jfreechart-1.0.19,DESIGN,// defer argument checking...,yes,yes,0,no
121,jfreechart-1.0.19,DESIGN,// defer argument checking,yes,yes,0,no
122,jfreechart-1.0.19,DESIGN,"// now we handle some special cases - yes, UGLY code alert!",yes,yes,0,no
123,jfreechart-1.0.19,DESIGN,// FIXME:  it probably makes sense to allocate an array of 256 Colors // and lazily populate this array...,yes,yes,0,yes
124,jfreechart-1.0.19,DESIGN,// TODO: need to fetch this from localised resources,yes,yes,0,yes
125,jfreechart-1.0.19,DESIGN,// defer argument checking,yes,yes,0,no
126,jfreechart-1.0.19,DESIGN,// defer argument checking...,yes,yes,0,no
127,jfreechart-1.0.19,DESIGN,// FIXME: No getValueFormat() method?,yes,yes,0,yes
128,jfreechart-1.0.19,DESIGN,// defer argument checking...,yes,yes,0,no
129,jfreechart-1.0.19,DESIGN,"// here we could probably be a little faster by searching for both // indices simultaneously, but I'll look at that later if it seems // like it matters...",yes,yes,1572622263,no
130,jfreechart-1.0.19,DESIGN,// TODO: complete this,yes,yes,0,yes
131,jfreechart-1.0.19,DESIGN,// FIXME: this attribute is never used - deprecate?,yes,yes,0,yes
132,jfreechart-1.0.19,DESIGN,// defer argument checking,yes,yes,0,no
133,jfreechart-1.0.19,DESIGN,//FIXME we should really assert a value here,yes,yes,0,yes
134,jfreechart-1.0.19,DESIGN,// defer argument checking,yes,yes,0,no
135,jfreechart-1.0.19,DESIGN,// FIXME: Clone the attributed string if it is not null,yes,yes,0,yes
136,jfreechart-1.0.19,DESIGN,//TODO: implement this method properly,yes,yes,0,yes
137,jfreechart-1.0.19,DESIGN,// here we tweak the notify flag on the plot so that only // one notification happens even though we update multiple // axes...,yes,yes,0,no
138,jfreechart-1.0.19,DESIGN,// defer argument checking...,yes,yes,0,no
139,jfreechart-1.0.19,DESIGN,// defer argument checking...,yes,yes,0,no
140,jfreechart-1.0.19,DESIGN,// report this?,yes,yes,0,no
141,jfreechart-1.0.19,DESIGN,// defer argument checking...,yes,yes,0,no
142,jfreechart-1.0.19,DESIGN,// defer argument checking,yes,yes,0,no
143,jfreechart-1.0.19,DESIGN,// here we tweak the notify flag on the plot so that only // one notification happens even though we update multiple // axes...,yes,yes,0,no
144,jfreechart-1.0.19,DESIGN,// defer argument checking,yes,yes,0,no
145,jfreechart-1.0.19,DESIGN,// here we tweak the notify flag on the plot so that only // one notification happens even though we update multiple // axes...,yes,yes,0,no
146,jfreechart-1.0.19,DESIGN,// this may be obsolete (not used anywhere),yes,yes,0,no
147,jfreechart-1.0.19,DESIGN,// here we tweak the notify flag on the plot so that only // one notification happens even though we update multiple // axes...,yes,yes,0,no
148,jfreechart-1.0.19,DESIGN,// TODO: is this a good idea?,yes,yes,0,yes
149,jfreechart-1.0.19,DESIGN,// defer argument checking...,yes,yes,0,no
150,jfreechart-1.0.19,DESIGN,/// a kludge to make everything work when no rows returned,yes,yes,0,no
151,jfreechart-1.0.19,DESIGN,// here we tweak the notify flag on the plot so that only // one notification happens even though we update multiple // axes...,yes,yes,0,no
152,jfreechart-1.0.19,DESIGN,// report this?,yes,yes,0,no
153,jfreechart-1.0.19,DESIGN,//TODO: shift block down by half,yes,yes,0,yes
154,jfreechart-1.0.19,DESIGN,// TODO: is this a good idea?,yes,yes,0,yes
155,jfreechart-1.0.19,DESIGN,// FIXME better ask the renderer instead of DatasetUtilities,yes,yes,0,yes
156,jfreechart-1.0.19,DESIGN,// defer argument checking,yes,yes,0,no
157,jfreechart-1.0.19,DESIGN,// TODO: implement the entity for the annotation,yes,yes,0,yes
158,jfreechart-1.0.19,DESIGN,// defer argument checking,yes,yes,0,no
159,jfreechart-1.0.19,DESIGN,// defer argument checking...,yes,yes,0,no
160,jfreechart-1.0.19,DESIGN,// defer argument checking,yes,yes,0,no
161,jfreechart-1.0.19,DESIGN,// TODO:  this needs to move into the renderer state,yes,yes,0,yes
162,jfreechart-1.0.19,DESIGN,// defer argument checking...,yes,yes,0,no
163,jfreechart-1.0.19,DESIGN,// needs to be improved !!!,yes,yes,0,no
164,jfreechart-1.0.19,DESIGN,// defer argument checking,yes,yes,0,no
165,jfreechart-1.0.19,DESIGN,// not used by plot,yes,yes,0,no
166,jfreechart-1.0.19,DESIGN,// defer argument checking...,yes,yes,0,no
167,jfreechart-1.0.19,DESIGN,// FIXME: this attribute is never used - deprecate?,yes,yes,0,yes
168,jfreechart-1.0.19,DESIGN,// FIXME:  need a locale as well as a timezone,yes,yes,0,yes
169,jfreechart-1.0.19,DESIGN,// TODO: implement this properly,yes,yes,0,yes
170,jfreechart-1.0.19,DESIGN,// defer argument checking,yes,yes,0,no
171,jfreechart-1.0.19,DESIGN,"// TODO: For JFreeChart 1.2.0, this method should go in the //       ShapeUtilities class",yes,yes,0,yes
172,jfreechart-1.0.19,DESIGN,// defer argument checking...,yes,yes,0,no
